metric,no_drop,drop,drop_plus_enemy_ratio,drop_plus_enemy_ratio_enemy_total,delta_drop_minus_nodrop,delta_ratio_minus_drop,delta_ratio_total_minus_drop
n_features,32.0,28.0,29.0,30.0,-4.0,1.0,2.0
test_accuracy,0.6967971530249111,0.7103202846975089,0.7096085409252669,0.708185053380783,0.013523131672597777,-0.000711743772241924,-0.002135231316725883
test_precision,0.7377049180327869,0.760539629005059,0.7592592592592593,0.7567114093959731,0.022834710972272076,-0.0012803697457997032,-0.003828219609085859
test_recall,0.6284916201117319,0.6298882681564246,0.6298882681564246,0.6298882681564246,0.0013966480446927498,0.0,0.0
test_f1,0.6787330316742082,0.6890756302521008,0.6885496183206107,0.6875,0.010342598577892659,-0.0005260119314901557,-0.0015756302521008347
test_auc,0.7665834218485215,0.7662874703034923,0.7656631341674032,0.7652536669612668,-0.00029595154502914944,-0.0006243361360891431,-0.00103380334222547
cv5_accuracy_mean,0.6989908852186433,0.7038338858979427,0.7031223449017043,0.7034069410225994,0.004843000679299436,-0.0007115409962383801,-0.000426944875343338
cv5_f1_mean,0.6872871427043622,0.6899874040449292,0.689292809679002,0.6896805554706177,0.0027002613405670006,-0.0006945943659272258,-0.00030684857431151347
cv5_auc_mean,0.7645588891816696,0.7633859146636346,0.7633534966714243,0.7629209189807795,-0.001172974518034997,-3.241799221032071e-05,-0.00046499568285507387
