Mean_Diff,Median_Diff,Wilcoxon_Stat,P_value,Rank_Biserial_Correlation,N_Pairs,N_Zero_Diff
1.031219512195122,0.0,7208915.0,1.3150068788690259e-07,0.08131596508551706,7175,1573
