scenario,feature_year,target_year,edge_year,target_group_id,target_median_cutoff,target_positive_rate,n_nodes_modeling,n_edges_graph,edge_density,n_features_used,test_accuracy_mean,test_accuracy_std,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std,best_epoch_mean,best_epoch_std
w2_predict_w3,W2,W3,W2,54,18.0,0.5088633993743483,6713,38907,0.0008634936535535714,118,0.65867460908414,0.01422637378533788,0.6569480087980333,0.01763230858382901,0.7172966857447092,0.014555861063176436,6.6,1.9595917942265424
w2_self,W2,W2,W2,v55,17.0,0.5404439147921942,6713,38907,0.0008634936535535714,118,0.724795234549516,0.008191971728652327,0.744276807486382,0.009067577078900472,0.801658250398489,0.0081442679599655,11.0,0.6324555320336759
w3_self,W3,W3,W3,54,18.0,0.5088633993743483,6713,36754,0.0008157104310974366,117,0.7085629188384214,0.009041316000989143,0.7033085940855457,0.010120103658870653,0.7774936776254492,0.006691749620087763,11.2,3.370459909270543
