scenario,setting,feature_year,target_year,target_group_id,target_median_cutoff,target_positive_rate,n_base_features_drop,n_group_features_added,group_features_added,n_rows_modeling,n_train,n_test,n_features_requested,n_features_used,dropped_all_missing_feature_cols,c_selected,train_accuracy,train_f1,train_auc,test_accuracy,test_f1,test_auc,cv5_accuracy_mean,cv5_accuracy_std,cv5_f1_mean,cv5_f1_std,cv5_auc_mean,cv5_auc_std
w3_self,drop_plus_B1,W3,W3,54,18.0,0.5088633993743483,118,2,ip_out_friend_total;ip_out_enemy_total,6713,5370,1343,120,119,['3'],0.00630957344480193,0.735195530726257,0.7360801781737194,0.8127907881881875,0.7043931496649293,0.702621722846442,0.7908247925817471,0.7160757385260882,0.013766246224194036,0.7156702591949563,0.014030902786340496,0.7969186900898604,0.016687572836577933
w3_self,drop_plus_B2,W3,W3,54,18.0,0.5088633993743483,118,2,ip_in_friend_total;ip_in_enemy_total,6713,5370,1343,120,119,['3'],0.00630957344480193,0.7346368715083799,0.7356705620478575,0.8128471229253103,0.7036485480268057,0.7020958083832335,0.7905763343537868,0.7177146389125932,0.013373131830408991,0.7175409003687451,0.013121440284669274,0.7970435424494954,0.01700060096010323
w3_self,drop_plus_C1,W3,W3,54,18.0,0.5088633993743483,118,2,ip_out_friend_online_minus_offline;ip_out_enemy_online_minus_offline,6713,5370,1343,120,119,['3'],0.00630957344480193,0.7344506517690875,0.7357301704966642,0.8129756799054686,0.7081161578555473,0.7074626865671642,0.7913061803984205,0.7180128124746852,0.013480877708224408,0.7179832040354966,0.013788878229213864,0.7973179647540963,0.016690251378056145
w3_self,drop_plus_C2,W3,W3,54,18.0,0.5088633993743483,118,2,ip_in_friend_online_minus_offline;ip_in_enemy_online_minus_offline,6713,5370,1343,120,119,['3'],0.00630957344480193,0.7361266294227188,0.737154516787238,0.8128360224844979,0.7036485480268057,0.7020958083832335,0.7907693331558632,0.716076071432931,0.012867914317732907,0.7157566102985272,0.013046017190039332,0.7966615629053304,0.016575927993212888
w3_self,drop_plus_D1,W3,W3,54,18.0,0.5088633993743483,118,1,ip_reciprocal_friend_count,6713,5370,1343,119,118,['3'],0.00630957344480193,0.7346368715083799,0.7358665430954587,0.8128332473742947,0.7036485480268057,0.70254110612855,0.7909756422201517,0.7162246588537129,0.013528262167863974,0.7155833518722398,0.014282514384768191,0.7970757799804031,0.01652068798665437
w3_self,drop_plus_D2,W3,W3,54,18.0,0.5088633993743483,118,1,ip_reciprocal_enemy_count,6713,5370,1343,119,118,['3'],0.00630957344480193,0.7340782122905027,0.7353595255744997,0.8128036924506319,0.6999255398361877,0.6976744186046512,0.7903056923554728,0.71652261047791,0.01469568816271076,0.7162418898886115,0.014981927799098122,0.7970693958405614,0.0164968146350211
w3_self,drop_plus_D3,W3,W3,54,18.0,0.5088633993743483,118,1,ip_liked_by_me_but_enemy_to_me_count,6713,5370,1343,119,118,['3'],0.00630957344480193,0.7348230912476722,0.7359050445103857,0.8128197187120547,0.7036485480268057,0.7016491754122939,0.7906251386485648,0.7159268181984635,0.013215990282027888,0.7155628069115816,0.013457686313633468,0.7967871699371903,0.016472709735606304
w3_self,drop_plus_D4,W3,W3,54,18.0,0.5088633993743483,118,1,ip_enemy_by_me_but_likes_me_count,6713,5370,1343,119,118,['3'],0.00630957344480193,0.7357541899441341,0.7365880824206423,0.8128177067571574,0.7058823529411765,0.7054436987322893,0.7911065264652379,0.7160759604639834,0.012844764208611314,0.715839110617209,0.013091625627906089,0.7969590345270687,0.016766448469983656
w3_self,drop_plus_D5,W3,W3,54,18.0,0.5088633993743483,118,1,ip_same_target_friend_and_enemy_count,6713,5370,1343,119,118,['3'],0.00630957344480193,0.7355679702048417,0.7366468842729971,0.813266372699243,0.7066269545793,0.7055306427503737,0.7921635831225875,0.7181616218333623,0.013368160028267883,0.7178446161359828,0.013629284158963365,0.7978403538691643,0.016722305951730822
w2_predict_w3,baseline_drop,W2,W3,54,18.0,0.5088633993743483,118,0,,6713,5370,1343,118,118,[],0.001584893192461114,0.6804469273743017,0.681868743047831,0.7432734450675954,0.6775874906924795,0.6785449146250928,0.7233661653134567,0.6672150012262069,0.008157988560038723,0.6699941293514483,0.011350469832498643,0.7260082931358726,0.006832290124977773
w2_predict_w3,drop_plus_A1,W2,W3,54,18.0,0.5088633993743483,118,4,ip_out_online_friend;ip_out_online_enemy;ip_out_offline_friend;ip_out_offline_enemy,6713,5370,1343,122,122,[],0.001584893192461114,0.6804469273743017,0.6821044831419044,0.7433356075361448,0.6790766939687267,0.6805040770941438,0.7239407249656151,0.6676608744575006,0.006509379312917237,0.6697653255160076,0.008058588889519077,0.7257371578774707,0.006415151365576297
w2_predict_w3,drop_plus_A2,W2,W3,54,18.0,0.5088633993743483,118,4,ip_in_online_friend;ip_in_online_enemy;ip_in_offline_friend;ip_in_offline_enemy,6713,5370,1343,122,122,[],0.001584893192461114,0.6795158286778399,0.6806457598812395,0.7433773729447013,0.6775874906924795,0.6785449146250928,0.7233395447890323,0.6672143354125215,0.006643962447978644,0.669805433173111,0.01009926143885356,0.7257823976738941,0.006935688780535959
w2_predict_w3,drop_plus_B1,W2,W3,54,18.0,0.5088633993743483,118,2,ip_out_friend_total;ip_out_enemy_total,6713,5370,1343,120,120,[],0.001584893192461114,0.6793296089385474,0.6805194805194805,0.7433147942096215,0.6790766939687267,0.6805040770941438,0.7236035316562403,0.6670649712091066,0.0071237041722264525,0.6691747680373588,0.008710034371122746,0.7257704542267507,0.006477756236250863
w2_predict_w3,drop_plus_B2,W2,W3,54,18.0,0.5088633993743483,118,2,ip_in_friend_total;ip_in_enemy_total,6713,5370,1343,120,120,[],0.001584893192461114,0.6797020484171322,0.6808905380333952,0.7432680336026994,0.6790766939687267,0.680029695619896,0.7235946581480988,0.6672145573504167,0.006927188660818891,0.6698038595298208,0.010360043251435915,0.7258880611755237,0.006881333098328336
w2_predict_w3,drop_plus_C1,W2,W3,54,18.0,0.5088633993743483,118,2,ip_out_friend_online_minus_offline;ip_out_enemy_online_minus_offline,6713,5370,1343,120,120,[],0.001584893192461114,0.6802607076350093,0.6817423540315106,0.743294535905139,0.6798212956068503,0.6810089020771514,0.7237321975242912,0.6675125089746137,0.006652364395073728,0.6702003396879377,0.00976146040268953,0.725883644560062,0.006860635315861706
w2_predict_w3,drop_plus_C2,W2,W3,54,18.0,0.5088633993743483,118,2,ip_in_friend_online_minus_offline;ip_in_enemy_online_minus_offline,6713,5370,1343,120,120,[],0.001584893192461114,0.6797020484171322,0.6804162021553326,0.7435270207624032,0.6708860759493671,0.6711309523809523,0.722740582989485,0.6660219740709957,0.006923518596982,0.6684703053723778,0.008989292270685373,0.7256965530439142,0.007057830503734502
w2_predict_w3,drop_plus_D1,W2,W3,54,18.0,0.5088633993743483,118,1,ip_reciprocal_friend_count,6713,5370,1343,119,119,[],0.001584893192461114,0.6798882681564246,0.680898459253759,0.7432119763765969,0.6775874906924795,0.6785449146250928,0.7234016593460224,0.6660225289157335,0.006733690005987514,0.668736935446859,0.009592546489631235,0.7258834998573649,0.006731583767727989
w2_predict_w3,drop_plus_D2,W2,W3,54,18.0,0.5088633993743483,118,1,ip_reciprocal_enemy_count,6713,5370,1343,119,119,[],0.001584893192461114,0.680633147113594,0.6816409875626508,0.7441268608328023,0.6760982874162323,0.6770601336302895,0.7238320244908825,0.6697466467958272,0.00670254921315754,0.6720857266253846,0.009710514660791626,0.7263975579310917,0.007025637171334362
w2_predict_w3,drop_plus_D3,W2,W3,54,18.0,0.5088633993743483,118,1,ip_liked_by_me_but_enemy_to_me_count,6713,5370,1343,119,119,[],0.001584893192461114,0.6802607076350093,0.6811513463324048,0.7432002515359888,0.6775874906924795,0.6785449146250928,0.7233839123297395,0.6676616512401334,0.008181143672635312,0.6701135474596008,0.010926627973381812,0.725906267245788,0.006949470614061861
w2_predict_w3,drop_plus_D4,W2,W3,54,18.0,0.5088633993743483,118,1,ip_enemy_by_me_but_likes_me_count,6713,5370,1343,119,119,[],0.001584893192461114,0.6813780260707635,0.6826191801150064,0.7433423371783873,0.6790766939687267,0.6795539033457249,0.7234083144771286,0.6672150012262069,0.008252726837887222,0.6696096998638936,0.011370855964972521,0.7259408746952871,0.00693931952827669
w2_predict_w3,drop_plus_D5,W2,W3,54,18.0,0.5088633993743483,118,1,ip_same_target_friend_and_enemy_count,6713,5370,1343,119,119,[],0.001584893192461114,0.6810055865921788,0.6829539144919489,0.7439183806787948,0.680565897244974,0.6819866567828021,0.7234948311815077,0.6676616512401334,0.008003127593485536,0.670494741399603,0.011010683859757828,0.7262948840975041,0.006726839621006475
