analysis_id,stage,wave,group_def,n_low,n_high,mean_low,mean_high,sd_low,sd_high,mean_diff_high_minus_low,t_stat_welch,p_value_welch,cohen_d
w2_activity_main,stage1,w2,high_activity = online_activity_sum > wave_median,3511,3035,1.4599829108516091,1.6257236996940458,0.6855440551051101,0.811205641058053,0.1657407888424367,-8.850642178533969,1.1299332159381586e-18,-0.22204177849467366
w2_nomination_out_main,stage1,w2,high_nomination_out_main = class_z_nom_out > 0,3579,3024,1.493733285434878,1.5854355631141346,0.7162717454072078,0.7839979728860113,0.09170227767925665,-4.925626507245573,8.627438604907387e-07,-0.12258857326786934
w2_nomination_in_main,stage1,w2,high_nomination_in_main = class_z_nom_in > 0,2864,3739,1.5550428970470869,1.5209376074580674,0.7476517665983264,0.7504768699688154,-0.03410528958901948,1.8340197304058061,0.06669918520735885,0.045519064442085706
w2_nomination_total_main,stage1,w2,high_nomination_total_main = class_z_nom_total > 0,2884,3719,1.5388349514563107,1.5333230899243269,0.7347009381750809,0.7606698427126943,-0.005511861531983797,0.29772105912574504,0.7659258934856319,0.007354654291764005
w3_activity_main,stage1,w3,high_activity = online_activity_sum > wave_median,3617,2986,1.774951617362455,1.835135393742226,0.7321244339905507,0.7987300450970213,0.06018377637977079,-3.1638689739958634,0.001564480793421437,-0.07888151129793898
w3_nomination_out_main,stage1,w3,high_nomination_out_main = class_z_nom_out > 0,3474,3129,1.793301258327165,1.8120120531434052,0.7758502258905348,0.7495386623365524,0.01871079481624016,-0.9961293544463126,0.31922399168642723,-0.024506765700535952
w3_nomination_in_main,stage1,w3,high_nomination_in_main = class_z_nom_in > 0,3069,3522,1.7869245449890612,1.8118966496308915,0.7496164383543885,0.7714307690809398,0.024972104641830306,-1.3308946329260534,0.1832702830119558,-0.03279971605048315
w3_nomination_total_main,stage1,w3,high_nomination_total_main = class_z_nom_total > 0,2997,3594,1.7949854616521284,1.8046744574290483,0.7586549884149127,0.7637506250208084,0.00968899577691995,-0.5147121380468912,0.6067719849154534,-0.012724604358615452
