scenario,model_type,feature,shap_abs_mean,coef,coef_abs,relative_importance_pct,coef_direction
w2_predict_w2,ridge,v54_13,0.015829668608468368,-0.022744821194773623,0.022744821194773623,0.3628771532412308,negative
w2_predict_w2,ridge,v54_9,0.01496218348510285,0.021356263436404423,0.021356263436404423,0.3407237196242709,positive
w2_predict_w2,ridge,v25_5,0.014261074350951572,-0.016914333341139842,0.016914333341139842,0.2698559412380182,negative
w2_predict_w2,ridge,v42_03,0.013920965939053625,-0.05827209416962407,0.05827209416962407,0.9296890691994981,negative
w2_predict_w2,ridge,v19_4,0.013347736593202096,-0.015640654325153942,0.015640654325153942,0.24953531477513538,negative
w2_predict_w2,ridge,v6_2,0.012580001092141928,-0.015311114903297689,0.015311114903297689,0.2442777519101683,negative
w2_predict_w2,ridge,v42_04,0.011961682141581739,0.024376163852004886,0.024376163852004886,0.38890404412543317,positive
w2_predict_w2,ridge,v26_1,0.011541497412671693,-0.013491947499006852,0.013491947499006852,0.21525425318554495,negative
w2_predict_w2,ridge,v26_6,0.011416631775955435,0.017670351822541265,0.017670351822541265,0.28191766869586016,positive
w2_predict_w2,ridge,v54_15,0.011374657287909368,0.014977011781154336,0.014977011781154336,0.23894737851157477,positive
w2_predict_w2,ridge,v22_6,0.011172442570558034,0.012889866836328194,0.012889866836328194,0.20564849216313566,positive
w2_predict_w2,ridge,v25_1,0.010191612781756173,0.013050975101545324,0.013050975101545324,0.2082188578804559,positive
w2_predict_w2,ridge,v22_3,0.009617968867165696,0.011422312288446678,0.011422312288446678,0.18223472196898546,positive
w2_predict_w2,ridge,v28_8,0.009496144461712763,-0.011415593172238107,0.011415593172238107,0.18212752333501145,negative
w2_predict_w2,ridge,v42_01,0.007785325746880222,-0.01473884497847855,0.01473884497847855,0.2351475996251435,negative
w2_predict_w2,ridge,v42_02,0.00711965536915911,0.023417279425974716,0.023417279425974716,0.373605737410886,positive
w2_predict_w2,ridge,v27_1,0.005610555938776308,-0.0076547863481007325,0.0076547863481007325,0.12212657355630964,negative
w2_predict_w2,ridge,v6_5,0.005494088679502264,0.006739133515905004,0.006739133515905004,0.10751799561854126,positive
w2_predict_w2,ridge,v42_06,0.005489818049714555,0.01707576192547137,0.01707576192547137,0.27243141741487414,positive
w2_predict_w2,ridge,v42_10,0.0053062028748673915,-0.02848323765091826,0.02848323765091826,0.4544294327639594,negative
w2_predict_w2,ridge,v54_7,0.004798796316780773,0.006305986558635055,0.006305986558635055,0.10060744954551533,positive
w2_predict_w2,ridge,v28_2,0.004249308794796584,0.005780698521003095,0.005780698521003095,0.09222685925222436,positive
w2_predict_w2,ridge,v23_1,0.004149289990987196,0.004671977820527154,0.004671977820527154,0.07453802327136462,positive
w2_predict_w2,ridge,v25_2,0.003960235609626035,-0.004786178282392118,0.004786178282392118,0.07636000895089655,negative
w2_predict_w2,ridge,v5_1,0.003490662613878266,0.004272241617974341,0.004272241617974341,0.06816052159800981,positive
w2_predict_w2,ridge,v42_05,0.0034882029774226117,-0.00964845932086774,0.00964845932086774,0.1539341822711195,negative
w2_predict_w2,ridge,v6_4,0.003272230105492399,-0.0043431976723408644,0.0043431976723408644,0.0692925740680319,negative
w2_predict_w2,ridge,v19_5,0.0032132202745969772,0.00359300348208488,0.00359300348208488,0.05732376895820076,positive
w2_predict_w2,ridge,v5_6,0.002166949439476041,-0.002730827118748294,0.002730827118748294,0.04356836936018817,negative
w2_predict_w2,ridge,v25_15,0.0020478535540027986,0.0025463406035940665,0.0025463406035940665,0.04062502059269184,positive
w2_predict_w2,ridge,v5_2,0.0014071711342971364,0.001726735361073958,0.001726735361073958,0.02754881240268739,positive
w2_predict_w2,ridge,v42_12,0.0011020064810234114,0.0040184293566655925,0.0040184293566655925,0.064111130747551,positive
w2_predict_w2,ridge,v42_08,0.001005814176043966,-0.005068213247652468,0.005068213247652468,0.08085967260759226,negative
w2_predict_w2,ridge,v42_11,0.0010004446135992561,-0.0021776629301377103,0.0021776629301377103,0.034743035262414367,negative
w2_predict_w2,ridge,v42_07,0.0009275574229061568,0.0033660881165698594,0.0033660881165698594,0.053703498604802474,positive
w2_predict_w2,ridge,v23_7,0.0008926621191914236,-0.0010548605634039027,0.0010548605634039027,0.016829536492571177,negative
w2_predict_w2,ridge,v25_12,0.000578759007255073,-0.0006999089628041171,0.0006999089628041171,0.011166540716035222,negative
w2_predict_w2,ridge,v23_4,0.00016094378488004042,0.0001816545646560871,0.0001816545646560871,0.0028981670478386923,positive
w2_predict_w2,lasso,v521,0.44415063157739726,-0.5431616518389634,0.5431616518389634,9.435723112737639,negative
w2_predict_w2,lasso,v1,0.28472541046739663,-0.284481037551868,0.284481037551868,4.941962106631897,negative
