student_id,class_before,class_after,class_changed,conversion_stage,class_original
s112011301024,801.0,801,False,numeric_integer,801.0
s112011301025,801.0,801,False,numeric_integer,801.0
s112011301026,801.0,801,False,numeric_integer,801.0
s112011301028,801.0,801,False,numeric_integer,801.0
s112011301031,801.0,801,False,numeric_integer,801.0
s112011301032,801.0,801,False,numeric_integer,801.0
s112011301033,801.0,801,False,numeric_integer,801.0
s112011301034,801.0,801,False,numeric_integer,801.0
s112011301035,801.0,801,False,numeric_integer,801.0
s112011301037,801.0,801,False,numeric_integer,801.0
s112011301038,801.0,801,False,numeric_integer,801.0
s112011301039,801.0,801,False,numeric_integer,801.0
s112011301040,801.0,801,False,numeric_integer,801.0
s112011301042,801.0,801,False,numeric_integer,801.0
s112011301043,801.0,801,False,numeric_integer,801.0
s112011301044,801.0,801,False,numeric_integer,801.0
s112011301045,801.0,801,False,numeric_integer,801.0
s112011301046,801.0,801,False,numeric_integer,801.0
s112011301047,801.0,801,False,numeric_integer,801.0
s112011301048,801.0,801,False,numeric_integer,801.0
s112011301049,801.0,801,False,numeric_integer,801.0
s112011301050,801.0,801,False,numeric_integer,801.0
s112011301052,801.0,801,False,numeric_integer,801.0
s112011301054,801.0,801,False,numeric_integer,801.0
s112011301055,801.0,801,False,numeric_integer,801.0
s112011301056,801.0,801,False,numeric_integer,801.0
s112011301057,801.0,801,False,numeric_integer,801.0
s113011301004,801.0,801,False,numeric_integer,801.0
s112011301061,805.0,805,False,numeric_integer,805.0
s112011301062,805.0,805,False,numeric_integer,805.0
s112011301063,805.0,805,False,numeric_integer,805.0
s112011301064,805.0,805,False,numeric_integer,805.0
s112011301065,805.0,805,False,numeric_integer,805.0
s112011301067,805.0,805,False,numeric_integer,805.0
s112011301068,805.0,805,False,numeric_integer,805.0
s112011301069,805.0,805,False,numeric_integer,805.0
s112011301070,805.0,805,False,numeric_integer,805.0
s112011301071,805.0,805,False,numeric_integer,805.0
s112011301072,805.0,805,False,numeric_integer,805.0
s112011301073,805.0,805,False,numeric_integer,805.0
s112011301074,805.0,805,False,numeric_integer,805.0
s112011301075,805.0,805,False,numeric_integer,805.0
s112011301076,805.0,805,False,numeric_integer,805.0
s112011301078,805.0,805,False,numeric_integer,805.0
s112011301079,805.0,805,False,numeric_integer,805.0
s112011301080,805.0,805,False,numeric_integer,805.0
s112011301081,805.0,805,False,numeric_integer,805.0
s112011301082,805.0,805,False,numeric_integer,805.0
s112011301083,805.0,805,False,numeric_integer,805.0
s112011301084,805.0,805,False,numeric_integer,805.0
s112011301086,805.0,805,False,numeric_integer,805.0
s112011301087,805.0,805,False,numeric_integer,805.0
s112011301088,805.0,805,False,numeric_integer,805.0
s112011301089,805.0,805,False,numeric_integer,805.0
s112011301090,805.0,805,False,numeric_integer,805.0
s112011301094,805.0,805,False,numeric_integer,805.0
s112011306023,108.0,108,False,numeric_integer,108.0
s112011306026,108.0,108,False,numeric_integer,108.0
s112011306027,108.0,108,False,numeric_integer,108.0
s112011306029,108.0,108,False,numeric_integer,108.0
s112011306034,108.0,108,False,numeric_integer,108.0
s112011306037,108.0,108,False,numeric_integer,108.0
s112011306038,108.0,108,False,numeric_integer,108.0
s112011306039,108.0,108,False,numeric_integer,108.0
s112011306042,108.0,108,False,numeric_integer,108.0
s112011306043,108.0,108,False,numeric_integer,108.0
s112011306044,108.0,108,False,numeric_integer,108.0
s112011306045,108.0,108,False,numeric_integer,108.0
s112011306046,108.0,108,False,numeric_integer,108.0
s112011306050,108.0,108,False,numeric_integer,108.0
s112011306051,108.0,108,False,numeric_integer,108.0
s112011306053,108.0,108,False,numeric_integer,108.0
s112011306054,108.0,108,False,numeric_integer,108.0
s112011306055,108.0,108,False,numeric_integer,108.0
s112011306056,108.0,108,False,numeric_integer,108.0
s112011306057,108.0,108,False,numeric_integer,108.0
s112011306058,108.0,108,False,numeric_integer,108.0
s112011324025,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324026,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324027,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324028,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324030,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324032,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324033,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324034,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324036,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324037,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324038,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324040,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324041,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324042,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324043,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324044,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324045,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324046,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324048,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324049,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324050,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324051,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324052,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324053,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324054,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324055,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324056,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324057,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324058,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324059,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324060,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324061,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324062,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324063,國二忠,804,,manual_named_grade8_mapping,國二忠
s112011324073,國二義,811,,manual_named_grade8_mapping,國二義
s112011324094,國二義,811,,manual_named_grade8_mapping,國二義
s112011324097,國二義,811,,manual_named_grade8_mapping,國二義
s112014302024,806.0,806,False,numeric_integer,806.0
s112014302028,806.0,806,False,numeric_integer,806.0
s112014302031,806.0,806,False,numeric_integer,806.0
s112014302033,806.0,806,False,numeric_integer,806.0
s112014302035,806.0,806,False,numeric_integer,806.0
s112014302036,806.0,806,False,numeric_integer,806.0
s112014302037,806.0,806,False,numeric_integer,806.0
s112014302038,806.0,806,False,numeric_integer,806.0
s112014302043,806.0,806,False,numeric_integer,806.0
s112014302044,806.0,806,False,numeric_integer,806.0
s112014302045,806.0,806,False,numeric_integer,806.0
s112014302046,806.0,806,False,numeric_integer,806.0
s112014302050,806.0,806,False,numeric_integer,806.0
s112014302051,806.0,806,False,numeric_integer,806.0
s112014302054,806.0,806,False,numeric_integer,806.0
s112014302057,820.0,820,False,numeric_integer,820.0
s112014302059,820.0,820,False,numeric_integer,820.0
s112014302060,820.0,820,False,numeric_integer,820.0
s112014302061,820.0,820,False,numeric_integer,820.0
s112014302062,820.0,820,False,numeric_integer,820.0
s112014302063,820.0,820,False,numeric_integer,820.0
s112014302064,820.0,820,False,numeric_integer,820.0
s112014302066,820.0,820,False,numeric_integer,820.0
s112014302067,820.0,820,False,numeric_integer,820.0
s112014302068,820.0,820,False,numeric_integer,820.0
s112014302071,820.0,820,False,numeric_integer,820.0
s112014302073,820.0,820,False,numeric_integer,820.0
s112014302075,820.0,820,False,numeric_integer,820.0
s112014302076,820.0,820,False,numeric_integer,820.0
s112014302077,820.0,820,False,numeric_integer,820.0
s112014302078,820.0,820,False,numeric_integer,820.0
s112014302079,820.0,820,False,numeric_integer,820.0
s112014302080,820.0,820,False,numeric_integer,820.0
s112014302081,820.0,820,False,numeric_integer,820.0
s112014302084,820.0,820,False,numeric_integer,820.0
s112014302085,820.0,820,False,numeric_integer,820.0
s112014322024,805.0,805,False,numeric_integer,805.0
s112014322025,805.0,805,False,numeric_integer,805.0
s112014322026,805.0,805,False,numeric_integer,805.0
s112014322027,805.0,805,False,numeric_integer,805.0
s112014322028,805.0,805,False,numeric_integer,805.0
s112014322029,805.0,805,False,numeric_integer,805.0
s112014322030,805.0,805,False,numeric_integer,805.0
s112014322031,805.0,805,False,numeric_integer,805.0
s112014322032,805.0,805,False,numeric_integer,805.0
s112014322033,805.0,805,False,numeric_integer,805.0
s112014322034,805.0,805,False,numeric_integer,805.0
s112014322035,805.0,805,False,numeric_integer,805.0
s112014322036,805.0,805,False,numeric_integer,805.0
s112014322039,805.0,805,False,numeric_integer,805.0
s112014322040,805.0,805,False,numeric_integer,805.0
s112014322041,805.0,805,False,numeric_integer,805.0
s112014322042,805.0,805,False,numeric_integer,805.0
s112014322043,805.0,805,False,numeric_integer,805.0
s112014322044,805.0,805,False,numeric_integer,805.0
s112014322045,805.0,805,False,numeric_integer,805.0
s112014322046,805.0,805,False,numeric_integer,805.0
s112014322047,805.0,805,False,numeric_integer,805.0
s112014322048,805.0,805,False,numeric_integer,805.0
s112014322049,805.0,805,False,numeric_integer,805.0
s112014322052,811.0,811,False,numeric_integer,811.0
s112014322055,811.0,811,False,numeric_integer,811.0
s112014322056,811.0,811,False,numeric_integer,811.0
s112014322057,811.0,811,False,numeric_integer,811.0
s112014322058,811.0,811,False,numeric_integer,811.0
s112014322059,811.0,811,False,numeric_integer,811.0
s112014322060,811.0,811,False,numeric_integer,811.0
s112014322061,811.0,811,False,numeric_integer,811.0
s112014322062,811.0,811,False,numeric_integer,811.0
s112014322063,811.0,811,False,numeric_integer,811.0
s112014322064,811.0,811,False,numeric_integer,811.0
s112014322065,811.0,811,False,numeric_integer,811.0
s112014322066,811.0,811,False,numeric_integer,811.0
s112014322067,811.0,811,False,numeric_integer,811.0
s112014322068,811.0,811,False,numeric_integer,811.0
s112014322069,811.0,811,False,numeric_integer,811.0
s112014322070,811.0,811,False,numeric_integer,811.0
s112014322071,811.0,811,False,numeric_integer,811.0
s112014322072,811.0,811,False,numeric_integer,811.0
s112014322073,811.0,811,False,numeric_integer,811.0
s112014322074,811.0,811,False,numeric_integer,811.0
s112014322075,811.0,811,False,numeric_integer,811.0
s112014322076,811.0,811,False,numeric_integer,811.0
s112014322077,811.0,811,False,numeric_integer,811.0
s112014322078,811.0,811,False,numeric_integer,811.0
s112014332025,805.0,805,False,numeric_integer,805.0
s112014332026,805.0,805,False,numeric_integer,805.0
s112014332027,805.0,805,False,numeric_integer,805.0
s112014332028,805.0,805,False,numeric_integer,805.0
s112014332029,805.0,805,False,numeric_integer,805.0
s112014332030,805.0,805,False,numeric_integer,805.0
s112014332031,805.0,805,False,numeric_integer,805.0
s112014332032,805.0,805,False,numeric_integer,805.0
s112014332033,805.0,805,False,numeric_integer,805.0
s112014332034,805.0,805,False,numeric_integer,805.0
s112014332035,805.0,805,False,numeric_integer,805.0
s112014332036,805.0,805,False,numeric_integer,805.0
s112014332037,805.0,805,False,numeric_integer,805.0
s112014332038,805.0,805,False,numeric_integer,805.0
s112014332039,805.0,805,False,numeric_integer,805.0
s112014332040,805.0,805,False,numeric_integer,805.0
s112014332041,805.0,805,False,numeric_integer,805.0
s112014332042,805.0,805,False,numeric_integer,805.0
s112014332044,805.0,805,False,numeric_integer,805.0
s112014332045,805.0,805,False,numeric_integer,805.0
s112014332046,805.0,805,False,numeric_integer,805.0
s112014332047,805.0,805,False,numeric_integer,805.0
s112014332048,805.0,805,False,numeric_integer,805.0
s112014332049,805.0,805,False,numeric_integer,805.0
s112014332052,811.0,811,False,numeric_integer,811.0
s112014332053,811.0,811,False,numeric_integer,811.0
s112014332054,811.0,811,False,numeric_integer,811.0
s112014332055,811.0,811,False,numeric_integer,811.0
s112014332056,811.0,811,False,numeric_integer,811.0
s112014332058,811.0,811,False,numeric_integer,811.0
s112014332059,811.0,811,False,numeric_integer,811.0
s112014332060,811.0,811,False,numeric_integer,811.0
s112014332061,811.0,811,False,numeric_integer,811.0
s112014332062,811.0,811,False,numeric_integer,811.0
s112014332063,811.0,811,False,numeric_integer,811.0
s112014332064,811.0,811,False,numeric_integer,811.0
s112014332065,811.0,811,False,numeric_integer,811.0
s112014332066,811.0,811,False,numeric_integer,811.0
s112014332068,811.0,811,False,numeric_integer,811.0
s112014332069,811.0,811,False,numeric_integer,811.0
s112014332070,811.0,811,False,numeric_integer,811.0
s112014332071,811.0,811,False,numeric_integer,811.0
s112014332072,811.0,811,False,numeric_integer,811.0
s112014332073,811.0,811,False,numeric_integer,811.0
s112014332075,811.0,811,False,numeric_integer,811.0
s112014332076,811.0,811,False,numeric_integer,811.0
s112014332077,811.0,811,False,numeric_integer,811.0
s112014332078,811.0,811,False,numeric_integer,811.0
s112014332079,811.0,811,False,numeric_integer,811.0
s112014332080,811.0,811,False,numeric_integer,811.0
s112014332081,811.0,811,False,numeric_integer,811.0
s112014332082,811.0,811,False,numeric_integer,811.0
s112014356024,801.0,801,False,numeric_integer,801.0
s112014356025,801.0,801,False,numeric_integer,801.0
s112014356026,801.0,801,False,numeric_integer,801.0
s112014356027,801.0,801,False,numeric_integer,801.0
s112014356028,801.0,801,False,numeric_integer,801.0
s112014356029,801.0,801,False,numeric_integer,801.0
s112014356030,801.0,801,False,numeric_integer,801.0
s112014356031,801.0,801,False,numeric_integer,801.0
s112014356032,801.0,801,False,numeric_integer,801.0
s112014356033,801.0,801,False,numeric_integer,801.0
s112014356034,801.0,801,False,numeric_integer,801.0
s112014356036,801.0,801,False,numeric_integer,801.0
s112014356037,801.0,801,False,numeric_integer,801.0
s112014356038,801.0,801,False,numeric_integer,801.0
s112014356039,801.0,801,False,numeric_integer,801.0
s112014356040,801.0,801,False,numeric_integer,801.0
s112014356041,801.0,801,False,numeric_integer,801.0
s112014356042,801.0,801,False,numeric_integer,801.0
s112014356043,801.0,801,False,numeric_integer,801.0
s112014356044,801.0,801,False,numeric_integer,801.0
s112014356045,801.0,801,False,numeric_integer,801.0
s112014356046,801.0,801,False,numeric_integer,801.0
s112014356047,801.0,801,False,numeric_integer,801.0
s112014356048,801.0,801,False,numeric_integer,801.0
s112014356049,801.0,801,False,numeric_integer,801.0
s112014356050,801.0,801,False,numeric_integer,801.0
s113014356003,801.0,801,False,numeric_integer,801.0
s113014356004,801.0,801,False,numeric_integer,801.0
s112014356057,806.0,806,False,numeric_integer,806.0
s112014356059,806.0,806,False,numeric_integer,806.0
s112014356061,806.0,806,False,numeric_integer,806.0
s112014356065,806.0,806,False,numeric_integer,806.0
s112014356066,806.0,806,False,numeric_integer,806.0
s112014356071,806.0,806,False,numeric_integer,806.0
s112014356073,806.0,806,False,numeric_integer,806.0
s113014356005,806.0,806,False,numeric_integer,806.0
s112014364024,802.0,802,False,numeric_integer,802.0
s112014364025,802.0,802,False,numeric_integer,802.0
s112014364026,802.0,802,False,numeric_integer,802.0
s112014364027,802.0,802,False,numeric_integer,802.0
s112014364028,802.0,802,False,numeric_integer,802.0
s112014364029,802.0,802,False,numeric_integer,802.0
s112014364030,802.0,802,False,numeric_integer,802.0
s112014364031,802.0,802,False,numeric_integer,802.0
s112014364032,802.0,802,False,numeric_integer,802.0
s112014364033,802.0,802,False,numeric_integer,802.0
s112014364034,802.0,802,False,numeric_integer,802.0
s112014364035,802.0,802,False,numeric_integer,802.0
s112014364036,802.0,802,False,numeric_integer,802.0
s112014364037,802.0,802,False,numeric_integer,802.0
s112014364040,802.0,802,False,numeric_integer,802.0
s112014364041,802.0,802,False,numeric_integer,802.0
s112014364042,802.0,802,False,numeric_integer,802.0
s112014364043,802.0,802,False,numeric_integer,802.0
s112014364044,802.0,802,False,numeric_integer,802.0
s112014364045,802.0,802,False,numeric_integer,802.0
s112014364046,802.0,802,False,numeric_integer,802.0
s112014364047,802.0,802,False,numeric_integer,802.0
s112014364048,802.0,802,False,numeric_integer,802.0
s112014364049,802.0,802,False,numeric_integer,802.0
s112014364050,802.0,802,False,numeric_integer,802.0
s112014364053,806.0,806,False,numeric_integer,806.0
s112014364054,806.0,806,False,numeric_integer,806.0
s112014364055,806.0,806,False,numeric_integer,806.0
s112014364058,806.0,806,False,numeric_integer,806.0
s112014364059,806.0,806,False,numeric_integer,806.0
s112014364060,806.0,806,False,numeric_integer,806.0
s112014364061,806.0,806,False,numeric_integer,806.0
s112014364062,806.0,806,False,numeric_integer,806.0
s112014364063,806.0,806,False,numeric_integer,806.0
s112014364065,806.0,806,False,numeric_integer,806.0
s112014364066,806.0,806,False,numeric_integer,806.0
s112014364067,806.0,806,False,numeric_integer,806.0
s112014364068,806.0,806,False,numeric_integer,806.0
s112014364069,806.0,806,False,numeric_integer,806.0
s112014364070,806.0,806,False,numeric_integer,806.0
s112014364071,806.0,806,False,numeric_integer,806.0
s112014364073,806.0,806,False,numeric_integer,806.0
s112014364074,806.0,806,False,numeric_integer,806.0
s112014364075,806.0,806,False,numeric_integer,806.0
s112014364077,806.0,806,False,numeric_integer,806.0
s112014364079,806.0,806,False,numeric_integer,806.0
s112014364080,806.0,806,False,numeric_integer,806.0
s112014505024,814.0,814,False,numeric_integer,814.0
s112014505025,814.0,814,False,numeric_integer,814.0
s112014505026,814.0,814,False,numeric_integer,814.0
s112014505028,814.0,814,False,numeric_integer,814.0
s112014505029,814.0,814,False,numeric_integer,814.0
s112014505030,814.0,814,False,numeric_integer,814.0
s112014505031,814.0,814,False,numeric_integer,814.0
s112014505032,814.0,814,False,numeric_integer,814.0
s112014505034,814.0,814,False,numeric_integer,814.0
s112014505035,814.0,814,False,numeric_integer,814.0
s112014505036,814.0,814,False,numeric_integer,814.0
s112014505037,814.0,814,False,numeric_integer,814.0
s112014505038,814.0,814,False,numeric_integer,814.0
s112014505039,814.0,814,False,numeric_integer,814.0
s112014505040,814.0,814,False,numeric_integer,814.0
s112014505042,814.0,814,False,numeric_integer,814.0
s112014505043,814.0,814,False,numeric_integer,814.0
s112014505045,814.0,814,False,numeric_integer,814.0
s112014505047,814.0,814,False,numeric_integer,814.0
s112014505048,814.0,814,False,numeric_integer,814.0
s112014505051,814.0,814,False,numeric_integer,814.0
s112014505052,814.0,814,False,numeric_integer,814.0
s112014505053,814.0,814,False,numeric_integer,814.0
s112014505054,814.0,814,False,numeric_integer,814.0
s112014505055,814.0,814,False,numeric_integer,814.0
s112014505059,829.0,829,False,numeric_integer,829.0
s112014505060,829.0,829,False,numeric_integer,829.0
s112014505062,829.0,829,False,numeric_integer,829.0
s112014505063,829.0,829,False,numeric_integer,829.0
s112014505064,829.0,829,False,numeric_integer,829.0
s112014505065,829.0,829,False,numeric_integer,829.0
s112014505066,829.0,829,False,numeric_integer,829.0
s112014505067,829.0,829,False,numeric_integer,829.0
s112014505069,829.0,829,False,numeric_integer,829.0
s112014505070,829.0,829,False,numeric_integer,829.0
s112014505071,829.0,829,False,numeric_integer,829.0
s112014505072,829.0,829,False,numeric_integer,829.0
s112014505073,829.0,829,False,numeric_integer,829.0
s112014505074,829.0,829,False,numeric_integer,829.0
s112014505076,829.0,829,False,numeric_integer,829.0
s112014505077,829.0,829,False,numeric_integer,829.0
s112014505078,829.0,829,False,numeric_integer,829.0
s112014505079,829.0,829,False,numeric_integer,829.0
s112014505080,829.0,829,False,numeric_integer,829.0
s112014505081,829.0,829,False,numeric_integer,829.0
s112014505083,829.0,829,False,numeric_integer,829.0
s112014505084,829.0,829,False,numeric_integer,829.0
s112014505085,829.0,829,False,numeric_integer,829.0
s112014505086,829.0,829,False,numeric_integer,829.0
s112014509024,807.0,807,False,numeric_integer,807.0
s112014509025,807.0,807,False,numeric_integer,807.0
s112014509026,807.0,807,False,numeric_integer,807.0
s112014509028,807.0,807,False,numeric_integer,807.0
s112014509029,807.0,807,False,numeric_integer,807.0
s112014509030,807.0,807,False,numeric_integer,807.0
s112014509031,807.0,807,False,numeric_integer,807.0
s112014509032,807.0,807,False,numeric_integer,807.0
s112014509034,807.0,807,False,numeric_integer,807.0
s112014509035,807.0,807,False,numeric_integer,807.0
s112014509036,807.0,807,False,numeric_integer,807.0
s112014509037,807.0,807,False,numeric_integer,807.0
s112014509038,807.0,807,False,numeric_integer,807.0
s112014509042,807.0,807,False,numeric_integer,807.0
s112014509043,807.0,807,False,numeric_integer,807.0
s112014509044,807.0,807,False,numeric_integer,807.0
s112014509045,807.0,807,False,numeric_integer,807.0
s112014509046,807.0,807,False,numeric_integer,807.0
s112014509047,807.0,807,False,numeric_integer,807.0
s112014509048,807.0,807,False,numeric_integer,807.0
s112014509055,815.0,815,False,numeric_integer,815.0
s112014509056,815.0,815,False,numeric_integer,815.0
s112014509057,815.0,815,False,numeric_integer,815.0
s112014509058,815.0,815,False,numeric_integer,815.0
s112014509061,815.0,815,False,numeric_integer,815.0
s112014509062,815.0,815,False,numeric_integer,815.0
s112014509063,815.0,815,False,numeric_integer,815.0
s112014509064,815.0,815,False,numeric_integer,815.0
s112014509065,815.0,815,False,numeric_integer,815.0
s112014509066,815.0,815,False,numeric_integer,815.0
s112014509067,815.0,815,False,numeric_integer,815.0
s112014509069,815.0,815,False,numeric_integer,815.0
s112014509070,815.0,815,False,numeric_integer,815.0
s112014509071,815.0,815,False,numeric_integer,815.0
s112014509072,815.0,815,False,numeric_integer,815.0
s112014509073,815.0,815,False,numeric_integer,815.0
s112014509074,815.0,815,False,numeric_integer,815.0
s112014509075,815.0,815,False,numeric_integer,815.0
s112014509076,815.0,815,False,numeric_integer,815.0
s112014509077,815.0,815,False,numeric_integer,815.0
s112014509078,815.0,815,False,numeric_integer,815.0
s112014510024,801.0,801,False,numeric_integer,801.0
s112014510025,801.0,801,False,numeric_integer,801.0
s112014510026,801.0,801,False,numeric_integer,801.0
s112014510030,801.0,801,False,numeric_integer,801.0
s112014510031,801.0,801,False,numeric_integer,801.0
s112014510032,801.0,801,False,numeric_integer,801.0
s112014510033,801.0,801,False,numeric_integer,801.0
s112014510034,801.0,801,False,numeric_integer,801.0
s112014510035,801.0,801,False,numeric_integer,801.0
s112014510037,801.0,801,False,numeric_integer,801.0
s112014510038,801.0,801,False,numeric_integer,801.0
s112014510039,801.0,801,False,numeric_integer,801.0
s112014510040,801.0,801,False,numeric_integer,801.0
s112014510041,801.0,801,False,numeric_integer,801.0
s112014510043,801.0,801,False,numeric_integer,801.0
s112014510044,801.0,801,False,numeric_integer,801.0
s112014510045,801.0,801,False,numeric_integer,801.0
s112014510046,801.0,801,False,numeric_integer,801.0
s112014510047,801.0,801,False,numeric_integer,801.0
s112014510049,801.0,801,False,numeric_integer,801.0
s113014510005,801.0,801,False,numeric_integer,801.0
s112014510053,806.0,806,False,numeric_integer,806.0
s112014510054,806.0,806,False,numeric_integer,806.0
s112014510055,806.0,806,False,numeric_integer,806.0
s112014510057,806.0,806,False,numeric_integer,806.0
s112014510059,806.0,806,False,numeric_integer,806.0
s112014510060,806.0,806,False,numeric_integer,806.0
s112014510061,806.0,806,False,numeric_integer,806.0
s112014510062,806.0,806,False,numeric_integer,806.0
s112014510063,806.0,806,False,numeric_integer,806.0
s112014510064,806.0,806,False,numeric_integer,806.0
s112014510066,806.0,806,False,numeric_integer,806.0
s112014510067,806.0,806,False,numeric_integer,806.0
s112014510069,806.0,806,False,numeric_integer,806.0
s112014510070,806.0,806,False,numeric_integer,806.0
s112014510071,806.0,806,False,numeric_integer,806.0
s112014510072,806.0,806,False,numeric_integer,806.0
s112014510073,806.0,806,False,numeric_integer,806.0
s112014510074,806.0,806,False,numeric_integer,806.0
s112014510075,806.0,806,False,numeric_integer,806.0
s113014510003,806.0,806,False,numeric_integer,806.0
s113014510004,806.0,806,False,numeric_integer,806.0
s112014513024,802.0,802,False,numeric_integer,802.0
s112014513025,802.0,802,False,numeric_integer,802.0
s112014513026,802.0,802,False,numeric_integer,802.0
s112014513027,802.0,802,False,numeric_integer,802.0
s112014513028,802.0,802,False,numeric_integer,802.0
s112014513029,802.0,802,False,numeric_integer,802.0
s112014513030,802.0,802,False,numeric_integer,802.0
s112014513031,802.0,802,False,numeric_integer,802.0
s112014513032,802.0,802,False,numeric_integer,802.0
s112014513033,802.0,802,False,numeric_integer,802.0
s112014513034,802.0,802,False,numeric_integer,802.0
s112014513035,802.0,802,False,numeric_integer,802.0
s112014513036,802.0,802,False,numeric_integer,802.0
s112014513037,802.0,802,False,numeric_integer,802.0
s112014513039,802.0,802,False,numeric_integer,802.0
s112014513041,802.0,802,False,numeric_integer,802.0
s112014513042,802.0,802,False,numeric_integer,802.0
s112014513043,802.0,802,False,numeric_integer,802.0
s112014513044,802.0,802,False,numeric_integer,802.0
s112014513045,802.0,802,False,numeric_integer,802.0
s112014513046,802.0,802,False,numeric_integer,802.0
s112014513052,809.0,809,False,numeric_integer,809.0
s112014513054,809.0,809,False,numeric_integer,809.0
s112014513055,809.0,809,False,numeric_integer,809.0
s112014513056,809.0,809,False,numeric_integer,809.0
s112014513059,809.0,809,False,numeric_integer,809.0
s112014513060,809.0,809,False,numeric_integer,809.0
s112014513062,809.0,809,False,numeric_integer,809.0
s112014513063,809.0,809,False,numeric_integer,809.0
s112014513064,809.0,809,False,numeric_integer,809.0
s112014513065,809.0,809,False,numeric_integer,809.0
s112014513066,809.0,809,False,numeric_integer,809.0
s112014513067,809.0,809,False,numeric_integer,809.0
s112014513069,809.0,809,False,numeric_integer,809.0
s112014513071,809.0,809,False,numeric_integer,809.0
s112014513072,809.0,809,False,numeric_integer,809.0
s112014513074,809.0,809,False,numeric_integer,809.0
s112014513075,809.0,809,False,numeric_integer,809.0
s112014513077,809.0,809,False,numeric_integer,809.0
s112014514024,806.0,806,False,numeric_integer,806.0
s112014514025,806.0,806,False,numeric_integer,806.0
s112014514027,806.0,806,False,numeric_integer,806.0
s112014514028,806.0,806,False,numeric_integer,806.0
s112014514029,806.0,806,False,numeric_integer,806.0
s112014514030,806.0,806,False,numeric_integer,806.0
s112014514032,806.0,806,False,numeric_integer,806.0
s112014514033,806.0,806,False,numeric_integer,806.0
s112014514034,806.0,806,False,numeric_integer,806.0
s112014514035,806.0,806,False,numeric_integer,806.0
s112014514036,806.0,806,False,numeric_integer,806.0
s112014514038,806.0,806,False,numeric_integer,806.0
s112014514039,806.0,806,False,numeric_integer,806.0
s112014514040,806.0,806,False,numeric_integer,806.0
s112014514041,806.0,806,False,numeric_integer,806.0
s112014514042,806.0,806,False,numeric_integer,806.0
s112014514043,806.0,806,False,numeric_integer,806.0
s112014514044,806.0,806,False,numeric_integer,806.0
s112014514045,806.0,806,False,numeric_integer,806.0
s112014514046,806.0,806,False,numeric_integer,806.0
s112014514047,806.0,806,False,numeric_integer,806.0
s112014514048,806.0,806,False,numeric_integer,806.0
s112014514049,806.0,806,False,numeric_integer,806.0
s112014514050,806.0,806,False,numeric_integer,806.0
s112014514054,814.0,814,False,numeric_integer,814.0
s112014514056,814.0,814,False,numeric_integer,814.0
s112014514057,814.0,814,False,numeric_integer,814.0
s112014514060,814.0,814,False,numeric_integer,814.0
s112014514061,814.0,814,False,numeric_integer,814.0
s112014514064,814.0,814,False,numeric_integer,814.0
s112014514065,814.0,814,False,numeric_integer,814.0
s112014514066,814.0,814,False,numeric_integer,814.0
s112014514068,814.0,814,False,numeric_integer,814.0
s112014514069,814.0,814,False,numeric_integer,814.0
s112014514070,814.0,814,False,numeric_integer,814.0
s112014514071,814.0,814,False,numeric_integer,814.0
s112014514072,814.0,814,False,numeric_integer,814.0
s112014514073,814.0,814,False,numeric_integer,814.0
s112014514076,814.0,814,False,numeric_integer,814.0
s112014514078,814.0,814,False,numeric_integer,814.0
s112014514079,814.0,814,False,numeric_integer,814.0
s112014516025,810.0,810,False,numeric_integer,810.0
s112014516026,810.0,810,False,numeric_integer,810.0
