student_id,class_before,class_after,class_changed,conversion_stage,class_original
s112213510047,803.0,803,False,numeric_integer,803.0
s112213510048,803.0,803,False,numeric_integer,803.0
s113213510006,803.0,803,False,numeric_integer,803.0
s112213510051,808.0,808,False,numeric_integer,808.0
s112213510052,808.0,808,False,numeric_integer,808.0
s112213510053,808.0,808,False,numeric_integer,808.0
s112213510054,808.0,808,False,numeric_integer,808.0
s112213510058,808.0,808,False,numeric_integer,808.0
s112213510059,808.0,808,False,numeric_integer,808.0
s112213510060,808.0,808,False,numeric_integer,808.0
s112213510061,808.0,808,False,numeric_integer,808.0
s112213510062,808.0,808,False,numeric_integer,808.0
s112213510063,808.0,808,False,numeric_integer,808.0
s112213510066,808.0,808,False,numeric_integer,808.0
s112213510067,808.0,808,False,numeric_integer,808.0
s112213510068,808.0,808,False,numeric_integer,808.0
s112213510069,808.0,808,False,numeric_integer,808.0
s112213510070,808.0,808,False,numeric_integer,808.0
s112213510072,808.0,808,False,numeric_integer,808.0
s112213510075,808.0,808,False,numeric_integer,808.0
s112213510076,808.0,808,False,numeric_integer,808.0
s113213510004,808.0,808,False,numeric_integer,808.0
s112213514025,209.0,209,False,numeric_integer,209.0
s112213514027,209.0,209,False,numeric_integer,209.0
s112213514028,209.0,209,False,numeric_integer,209.0
s112213514029,209.0,209,False,numeric_integer,209.0
s112213514031,209.0,209,False,numeric_integer,209.0
s112213514032,209.0,209,False,numeric_integer,209.0
s112213514033,209.0,209,False,numeric_integer,209.0
s112213514034,209.0,209,False,numeric_integer,209.0
s112213514035,209.0,209,False,numeric_integer,209.0
s112213514036,209.0,209,False,numeric_integer,209.0
s112213514037,209.0,209,False,numeric_integer,209.0
s112213514038,209.0,209,False,numeric_integer,209.0
s112213514040,209.0,209,False,numeric_integer,209.0
s112213514041,209.0,209,False,numeric_integer,209.0
s112213514042,209.0,209,False,numeric_integer,209.0
s112213514043,209.0,209,False,numeric_integer,209.0
s112213514044,209.0,209,False,numeric_integer,209.0
s112213514046,209.0,209,False,numeric_integer,209.0
s112213514047,209.0,209,False,numeric_integer,209.0
s112213514048,209.0,209,False,numeric_integer,209.0
s112213514049,209.0,209,False,numeric_integer,209.0
s112213514050,209.0,209,False,numeric_integer,209.0
s112213514052,209.0,209,False,numeric_integer,209.0
s113213514003,209.0,209,False,numeric_integer,209.0
s112213514055,225.0,225,False,numeric_integer,225.0
s112213514056,225.0,225,False,numeric_integer,225.0
s112213514057,225.0,225,False,numeric_integer,225.0
s112213514058,225.0,225,False,numeric_integer,225.0
s112213514059,225.0,225,False,numeric_integer,225.0
s112213514060,225.0,225,False,numeric_integer,225.0
s112213514061,225.0,225,False,numeric_integer,225.0
s112213514062,225.0,225,False,numeric_integer,225.0
s112213514063,225.0,225,False,numeric_integer,225.0
s112213514064,225.0,225,False,numeric_integer,225.0
s112213514065,225.0,225,False,numeric_integer,225.0
s112213514066,225.0,225,False,numeric_integer,225.0
s112213514067,225.0,225,False,numeric_integer,225.0
s112213514068,225.0,225,False,numeric_integer,225.0
s112213514069,225.0,225,False,numeric_integer,225.0
s112213514070,225.0,225,False,numeric_integer,225.0
s112213514071,225.0,225,False,numeric_integer,225.0
s112213514072,225.0,225,False,numeric_integer,225.0
s112213514073,225.0,225,False,numeric_integer,225.0
s112213514074,225.0,225,False,numeric_integer,225.0
s112213514075,225.0,225,False,numeric_integer,225.0
s112213514076,225.0,225,False,numeric_integer,225.0
s112213514077,225.0,225,False,numeric_integer,225.0
s112213514078,225.0,225,False,numeric_integer,225.0
