scenario,setting,feature,importance_mean,importance_std
w2_self,baseline_drop_plus_interpersonal,ip_in_online_friend_rate_class,0.0006834914260656855,0.0002232660937917987
w2_self,baseline_drop_plus_interpersonal,ip_liked_by_me_but_enemy_to_me_count_rate_class,0.000667682152830662,0.00028221200243249973
w2_self,baseline_drop_plus_interpersonal,ip_in_friend_total_rate_class,0.000477393893235456,0.00022928408733907717
w2_self,baseline_drop_plus_interpersonal,ip_out_online_enemy_rate_class,0.0004376976159154444,0.00013367891248167602
w2_self,baseline_drop_plus_interpersonal,ip_out_enemy_total_rate_class,0.00038230746151535764,0.0001318696345914229
w2_self,baseline_drop_plus_interpersonal,ip_reciprocal_friend_count_rate_class,0.00036015139975534294,0.00038716087583568604
w2_self,baseline_drop_plus_interpersonal,ip_enemy_by_me_but_likes_me_count_rate_class,0.00029033672598028916,0.0003344574759138569
w2_self,baseline_drop_plus_interpersonal,ip_out_offline_enemy_rate_class,0.00025975674490524847,0.00011770967807442188
w2_self,baseline_drop_plus_interpersonal,ip_enemy_by_me_but_likes_me_count,0.000253409956380235,0.00035018016120929473
w2_self,baseline_drop_plus_interpersonal,ip_in_friend_online_minus_offline,0.0002238685407001839,5.388889241920053e-05
w2_self,baseline_drop_plus_interpersonal,ip_in_online_enemy,0.0002101363982552007,0.00022208106205124837
w2_self,baseline_drop_plus_interpersonal,ip_in_enemy_online_minus_offline_rate_class,0.00020875164439515537,0.0002230347974912068
w2_self,baseline_drop_plus_interpersonal,ip_in_offline_friend_rate_class,0.00020136629047523558,0.00022074518347705194
w2_self,baseline_drop_plus_interpersonal,ip_in_offline_enemy_rate_class,0.00016732442475015375,7.275816796040136e-05
w2_self,baseline_drop_plus_interpersonal,ip_out_friend_online_minus_offline,0.00013905236677513866,0.00014567159216975775
w2_self,baseline_drop_plus_interpersonal,ip_in_enemy_online_minus_offline,0.0001325901820951547,0.00048543280970776513
w2_self,baseline_drop_plus_interpersonal,ip_in_enemy_total,0.00011712709732508708,8.023435821995602e-05
w2_self,baseline_drop_plus_interpersonal,ip_in_enemy_total_rate_class,9.716356251008307e-05,3.714179014413258e-05
w2_self,baseline_drop_plus_interpersonal,ip_out_offline_enemy,7.800780078008885e-05,3.549702772691209e-05
w2_self,baseline_drop_plus_interpersonal,ip_class_size_minus1,6.162154677002984e-05,7.478561193431231e-05
w2_self,baseline_drop_plus_interpersonal,ip_class_size,5.977520829003602e-05,7.269737959486308e-05
w2_self,baseline_drop_plus_interpersonal,ip_reciprocal_enemy_count_rate_class,5.481317362502902e-05,0.00016317991524120745
w2_self,baseline_drop_plus_interpersonal,ip_out_online_friend,5.0197327425033356e-05,9.948694642238408e-05
