scenario,feature_year,target_year,target_group_id,target_median_cutoff,n_rows_modeling,n_train,n_test,n_features_requested,n_features_used,target_positive_rate,c_selected,train_accuracy,train_precision,train_recall,train_f1,train_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc,cv5_accuracy_mean,cv5_accuracy_std,cv5_precision_mean,cv5_precision_std,cv5_recall_mean,cv5_recall_std,cv5_f1_mean,cv5_f1_std,cv5_auc_mean,cv5_auc_std,skipped_feature_groups_no_mapping_items,skipped_feature_groups_no_columns,dropped_all_missing_feature_cols
w2_self,W2,W2,v55,17.0,6603,5282,1321,23,22,0.5415720127214902,0.039810717055349734,0.7400605831124574,0.754272043745728,0.7714085983921706,0.762744081562122,0.8192386581295754,0.7524602573807722,0.7694444444444445,0.7748251748251749,0.7721254355400697,0.8238431535461238,0.7402664418599316,0.015954046808061475,0.7532725750153513,0.01152175851971583,0.773758252920264,0.02366827660067068,0.7633024482308853,0.016236613288028532,0.8180719883699259,0.018065242259573722,,v521,
w3_self,W3,W3,54,21.0,6603,5282,1321,24,24,0.526124488868696,0.00630957344480193,0.689890193108671,0.6930626057529611,0.7369557394746311,0.7143355423787932,0.7606684860499174,0.6699470098410295,0.6742934051144011,0.720863309352518,0.6968011126564673,0.7442434550761947,0.6821159360447779,0.015844652950976947,0.6859851934499097,0.015571995327192572,0.7302863184956359,0.014952041728015283,0.7073953043266702,0.013841561820232412,0.7532785234125431,0.01953829328876021,,,
w2_predict_w3,W2,W3,54,21.0,6603,5282,1321,23,22,0.526124488868696,0.003981071705534973,0.6550549034456645,0.6647160068846816,0.6948542641237855,0.6794510907811401,0.7116170203528346,0.6676760030280091,0.6782729805013927,0.7007194244604317,0.689313517338995,0.7237226193486106,0.6512214116945382,0.007490531198181118,0.6622517534233227,0.010422594410375812,0.6885381377894803,0.010415576261028724,0.6750414167081332,0.005209048935909069,0.7100875399557088,0.010800209719150543,,v521,
