scenario,feature_year,target_year,target_group_id,target_median_cutoff,n_rows_modeling,n_train,n_test,n_features_requested,n_features_used,target_positive_rate,c_selected,train_accuracy,train_precision,train_recall,train_f1,train_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc,cv5_accuracy_mean,cv5_accuracy_std,cv5_precision_mean,cv5_precision_std,cv5_recall_mean,cv5_recall_std,cv5_f1_mean,cv5_f1_std,cv5_auc_mean,cv5_auc_std,skipped_feature_groups_no_mapping_items,skipped_feature_groups_no_columns,dropped_all_missing_feature_cols,version
w2_self,W2,W2,v55,17.0,6603,5282,1321,23,22,0.5415720127214902,0.039810717055349734,0.7400605831124574,0.754272043745728,0.7714085983921706,0.762744081562122,0.8192386581295754,0.7524602573807722,0.7694444444444445,0.7748251748251749,0.7721254355400697,0.8238431535461238,0.7402664418599316,0.015954046808061475,0.7532725750153513,0.01152175851971583,0.773758252920264,0.02366827660067068,0.7633024482308853,0.016236613288028532,0.8180719883699259,0.018065242259573722,,v521,,no_drop
w3_self,W3,W3,54,21.0,6603,5282,1321,24,24,0.526124488868696,0.00630957344480193,0.689890193108671,0.6930626057529611,0.7369557394746311,0.7143355423787932,0.7606684860499174,0.6699470098410295,0.6742934051144011,0.720863309352518,0.6968011126564673,0.7442434550761947,0.6821159360447779,0.015844652950976947,0.6859851934499097,0.015571995327192572,0.7302863184956359,0.014952041728015283,0.7073953043266702,0.013841561820232412,0.7532785234125431,0.01953829328876021,,,,no_drop
w2_predict_w3,W2,W3,54,21.0,6603,5282,1321,23,22,0.526124488868696,0.003981071705534973,0.6550549034456645,0.6647160068846816,0.6948542641237855,0.6794510907811401,0.7116170203528346,0.6676760030280091,0.6782729805013927,0.7007194244604317,0.689313517338995,0.7237226193486106,0.6512214116945382,0.007490531198181118,0.6622517534233227,0.010422594410375812,0.6885381377894803,0.010415576261028724,0.6750414167081332,0.005209048935909069,0.7100875399557088,0.010800209719150543,,v521,,no_drop
w2_self,W2,W2,v55,17.0,6603,5282,1321,19,18,0.5415720127214902,0.01584893192461114,0.6821279818250663,0.6953073364177131,0.7354072002796225,0.714795311703754,0.748460942865504,0.6896290688872067,0.6962676962676962,0.7566433566433567,0.725201072386059,0.7572341849569573,0.6821120363361091,0.02021087456203753,0.6959654326547398,0.014364371631544023,0.7329292495214283,0.028835041229018418,0.7139015221532301,0.020856167151035863,0.7478689328777248,0.020118740481244863,,v521,,drop_groups
w3_self,W3,W3,54,21.0,6603,5282,1321,20,20,0.526124488868696,0.025118864315095822,0.6879969708443772,0.6964223688780826,0.7214825476790212,0.7087310003534818,0.7547460499721312,0.6782740348221045,0.6896067415730337,0.7064748201438849,0.6979388770433547,0.7376652033006182,0.6839349207441561,0.018012330832445116,0.6923863232952414,0.01901736685157886,0.719060394335828,0.016261496752819193,0.7053918769243571,0.015648300045011714,0.7479857046804683,0.0201768450749794,,,,drop_groups
w2_predict_w3,W2,W3,54,21.0,6603,5282,1321,19,18,0.526124488868696,0.00630957344480193,0.6294964028776978,0.638570465273095,0.6815401223461677,0.6593559617058311,0.6747772410423074,0.6502649507948524,0.6589358799454298,0.6949640287769784,0.6764705882352942,0.6992460983290045,0.6319917188539443,0.0194917926839088,0.6408197363169764,0.016794316635140572,0.6836551738436341,0.022650281809678187,0.6615100562953651,0.018973279944707523,0.6760508201449447,0.020965055076487528,,v521,,drop_groups
