scenario,feature_year,target_year,edge_year,target_group_id,target_median_cutoff,target_positive_rate,n_nodes_modeling,n_edges_graph,edge_density,n_features_used,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std,best_epoch_mean,best_epoch_std
w2_predict_w3,W2,W3,W2,54,21.0,0.526124488868696,6603,37759,0.0008661710550541066,30,0.645117335352006,0.012616300775775708,0.6625443441404723,0.00961911702240933,0.663021582733813,0.023261341442257534,0.6626631316820681,0.015305764164156454,0.6994773254878526,0.014236060332261958,12.0,5.549774770204643
w2_self,W2,W2,W2,v55,17.0,0.5415720127214902,6603,37759,0.0008661710550541066,30,0.7380772142316426,0.011892406895779249,0.766942467087923,0.012001498845564462,0.7415384615384615,0.016247872147085434,0.7539369008475573,0.011868077673442255,0.8125779501027026,0.0077230320193899605,23.4,6.829348431585549
w3_self,W3,W3,W3,54,21.0,0.526124488868696,6603,35759,0.0008202921358531687,31,0.6637395912187737,0.013245593022316067,0.6862613428642641,0.012443637091597307,0.6647482014388489,0.015970574878286743,0.6752985038019764,0.013590017159822975,0.7302006573654813,0.010581327230151042,11.8,1.9390719429665315
