n_pair,mean,std,skew,pearson_r,pearson_p,spearman_rho,spearman_p,ols_r2,feature,abs_spearman_rank
7045,0.9539076790795739,2.2738238130794497,12.245652964848638,0.07641935373392364,1.3407649182359407e-10,0.0928726651555254,5.686103168934738e-15,0.005839917625110713,enemy_to_friend_ratio,1.0
7045,3.7112222138272393,4.618045871969505,2.596395482637965,-0.09122237973294142,1.702028081505267e-14,-0.0928726651555254,5.686103168934738e-15,0.008321522564140982,friend_to_enemy_ratio,1.0
6989,0.328410152685484,0.2371113923751148,0.6456482347810624,0.1276195633528179,9.04399698470806e-27,0.09039727302973376,3.6926066011453296e-14,0.01628675295036408,enemy_ratio_of_total,3.0
7045,-5.482469836763662,10.100861907556752,1.6347793428815023,0.1238569620670263,1.7301989167645185e-25,0.08483172653174006,9.899050535865173e-13,0.015340547052472786,enemy_minus_friend,4.0
7045,5.482469836763662,10.100861907556752,-1.6347793428815023,-0.1238569620670263,1.7301989167645185e-25,-0.08483172653174006,9.899050535865173e-13,0.015340547052472786,friend_minus_enemy,4.0
7045,7.245990063875089,7.759249204271259,2.9350328387191125,0.09746842545041169,2.4231613213824093e-16,0.07597909833948786,1.7098694736830444e-10,0.009500093959782574,enemy_total,6.0
7045,12.72845990063875,6.341138945605379,0.12808696664638045,-0.07802703453671321,5.453515671353564e-11,-0.053498100757166094,7.0307058707636694e-06,0.0060882181185935025,friend_total,7.0
7045,8.068618716935134e-17,1.7080841805624358,0.04310045789891653,0.04791444277143308,5.739519137164012e-05,0.02775979281329339,0.019804046315529147,0.0022957938260971256,pca1_8feat,8.0
7045,2.0171546792337834e-17,1.0000709798772942,0.0431004578989165,0.04791444277143307,5.739519137164012e-05,0.02775979281329339,0.019804046315529147,0.0022957938260969035,pca1_8feat_z,8.0
7045,10.151312987934705,5.126767508051258,1.0177234060680078,0.024237620302309144,0.04192031587144588,0.0205444497553909,0.08466018346446179,0.0005874622379190564,offline_total,10.0
7045,-0.32817601135557134,2.392529812027504,-0.17684739061579138,0.005425322838133169,0.64889752845165,-0.017307547208951574,0.14634837437525705,2.9434127898020357e-05,online_minus_offline,11.0
7045,9.98722498225692,7.045472187372836,2.4415840569251284,0.04188435304974991,0.00043734027567635244,0.015771270087371163,0.1856355726935154,0.0017542990303961448,in_total,12.0
7045,19.97444996451384,9.940048863430398,1.0451658428516724,0.026307872194562314,0.02723532552371903,0.014057356628373542,0.23810121485100244,0.0006921041394054583,social_load_total,13.0
7045,0.0,7.4951811132553505,1.7359790220014348,0.043853317074368306,0.00023148021460790596,0.008185322569262462,0.49213280332650766,0.0019231134184251042,in_minus_out,14.0
7045,0.0,7.4951811132553505,-1.7359790220014348,-0.043853317074368306,0.00023148021460790596,-0.008185322569262462,0.49213280332650766,0.0019231134184251042,out_minus_in,14.0
7045,9.823136976579134,5.0971207630192605,1.0122885521506797,0.026925179380520532,0.023823727664545234,0.007305809365972681,0.5398043927489002,0.0007249652846732513,online_total,16.0
7045,9.98722498225692,5.277544629929496,0.11201679723900168,-0.006365367182453369,0.5932138866903242,0.004354701788605309,0.7147780729533764,4.0517899367542576e-05,out_total,17.0
