metric,mean_w2,mean_w3,mean_change_w3_minus_w2,pct_change_vs_w2,median_change,increase_pct,no_change_pct,decrease_pct,mae_change
friend_total,13.1222143364088,12.72845990063875,-0.3937544357700497,-3.000670661791749,0.0,42.086586231369765,9.893541518807664,48.01987224982257,3.9429382540809086
enemy_total,6.323917672107878,7.245990063875089,0.9220723917672108,14.580714670497397,0.0,47.96309439318666,13.811213626685593,38.22569198012775,4.118665720369056
online_total,9.369765791341377,9.823136976579134,0.45337118523775727,4.838660808968338,0.0,47.2249822569198,11.753016323633783,41.02200141944641,3.2985095812633074
offline_total,10.076366217175302,10.151312987934705,0.07494677075940383,0.7437876824251985,0.0,43.080198722498224,11.90915542938254,45.01064584811923,3.265862313697658
out_total,9.723066004258339,9.98722498225692,0.26415897799858057,2.7168279828902615,0.0,44.42867281760113,12.931156848828957,42.64017033356991,3.865294535131299
in_total,9.723066004258339,9.98722498225692,0.26415897799858057,2.7168279828902615,0.0,43.548616039744495,11.41234918381831,45.039034776437184,3.893399574166075
