wave,nominator_student_id,school_id,class,nominator_seat,nomination_type,nomination_column,nominated_raw,nominated_seat_normalized,reason,candidate_count,candidate_student_ids
W2,s112084503056,84503,8.0,1,offline_friend,v14_3_04,17.0,17,ambiguous_duplicate_seat,2,s112084503071;s113084503003
W2,s112084503056,84503,8.0,1,offline_enemy,v14_4_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503056,84503,8.0,1,offline_enemy,v14_4_03,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503056,84503,8.0,1,offline_enemy,v14_4_05,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503057,84503,8.0,2,online_friend,v14_1_01,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503057,84503,8.0,2,online_friend,v14_1_03,4.0,4,ambiguous_duplicate_seat,2,s112084503059;s112084503027
W2,s112084503057,84503,8.0,2,online_friend,v14_1_04,3.0,3,ambiguous_duplicate_seat,2,s112084503058;s112084503026
W2,s112084503057,84503,8.0,2,online_friend,v14_1_05,9.0,9,ambiguous_duplicate_seat,2,s112084503064;s112084503032
W2,s112084503057,84503,8.0,2,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503057,84503,8.0,2,offline_friend,v14_3_01,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503057,84503,8.0,2,offline_friend,v14_3_02,4.0,4,ambiguous_duplicate_seat,2,s112084503059;s112084503027
W2,s112084503057,84503,8.0,2,offline_friend,v14_3_03,9.0,9,ambiguous_duplicate_seat,2,s112084503064;s112084503032
W2,s112084503057,84503,8.0,2,offline_friend,v14_3_04,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503057,84503,8.0,2,offline_friend,v14_3_05,7.0,7,ambiguous_duplicate_seat,2,s112084503062;s112084503030
W2,s112084503057,84503,8.0,2,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503058,84503,8.0,3,online_friend,v14_1_01,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503058,84503,8.0,3,online_friend,v14_1_02,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503058,84503,8.0,3,online_friend,v14_1_05,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503058,84503,8.0,3,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503058,84503,8.0,3,offline_friend,v14_3_01,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503058,84503,8.0,3,offline_friend,v14_3_02,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503058,84503,8.0,3,offline_friend,v14_3_03,7.0,7,ambiguous_duplicate_seat,2,s112084503062;s112084503030
W2,s112084503058,84503,8.0,3,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503059,84503,8.0,4,online_friend,v14_1_02,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503059,84503,8.0,4,online_friend,v14_1_04,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503059,84503,8.0,4,online_friend,v14_1_05,3.0,3,ambiguous_duplicate_seat,2,s112084503058;s112084503026
W2,s112084503059,84503,8.0,4,online_enemy,v14_2_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503059,84503,8.0,4,online_enemy,v14_2_02,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503059,84503,8.0,4,offline_friend,v14_3_01,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503059,84503,8.0,4,offline_friend,v14_3_03,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503059,84503,8.0,4,offline_friend,v14_3_05,3.0,3,ambiguous_duplicate_seat,2,s112084503058;s112084503026
W2,s112084503059,84503,8.0,4,offline_enemy,v14_4_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503059,84503,8.0,4,offline_enemy,v14_4_02,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503061,84503,8.0,6,online_friend,v14_1_01,11.0,11,ambiguous_duplicate_seat,2,s112084503066;s112084503034
W2,s112084503061,84503,8.0,6,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503061,84503,8.0,6,online_enemy,v14_2_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503062,84503,8.0,7,online_friend,v14_1_01,9.0,9,ambiguous_duplicate_seat,2,s112084503064;s112084503032
W2,s112084503062,84503,8.0,7,online_friend,v14_1_02,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503062,84503,8.0,7,online_friend,v14_1_03,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503062,84503,8.0,7,offline_friend,v14_3_05,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503063,84503,8.0,8,online_friend,v14_1_01,7.0,7,ambiguous_duplicate_seat,2,s112084503062;s112084503030
W2,s112084503063,84503,8.0,8,online_friend,v14_1_03,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503063,84503,8.0,8,online_friend,v14_1_05,6.0,6,ambiguous_duplicate_seat,2,s112084503061;s112084503029
W2,s112084503063,84503,8.0,8,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503063,84503,8.0,8,offline_friend,v14_3_01,7.0,7,ambiguous_duplicate_seat,2,s112084503062;s112084503030
W2,s112084503063,84503,8.0,8,offline_friend,v14_3_03,6.0,6,ambiguous_duplicate_seat,2,s112084503061;s112084503029
W2,s112084503063,84503,8.0,8,offline_friend,v14_3_04,28.0,28,ambiguous_duplicate_seat,2,s112084503082;s112084503050
W2,s112084503063,84503,8.0,8,offline_friend,v14_3_05,29.0,29,ambiguous_duplicate_seat,2,s112084503083;s112084503053
W2,s112084503063,84503,8.0,8,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503064,84503,8.0,9,online_friend,v14_1_01,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503064,84503,8.0,9,online_friend,v14_1_02,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503064,84503,8.0,9,online_friend,v14_1_03,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503064,84503,8.0,9,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503064,84503,8.0,9,online_enemy,v14_2_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503064,84503,8.0,9,offline_friend,v14_3_01,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503064,84503,8.0,9,offline_friend,v14_3_02,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503064,84503,8.0,9,offline_friend,v14_3_04,4.0,4,ambiguous_duplicate_seat,2,s112084503059;s112084503027
W2,s112084503064,84503,8.0,9,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503065,84503,8.0,10,online_friend,v14_1_01,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503065,84503,8.0,10,online_friend,v14_1_02,4.0,4,ambiguous_duplicate_seat,2,s112084503059;s112084503027
W2,s112084503065,84503,8.0,10,online_friend,v14_1_03,11.0,11,ambiguous_duplicate_seat,2,s112084503066;s112084503034
W2,s112084503065,84503,8.0,10,online_friend,v14_1_04,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503065,84503,8.0,10,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503065,84503,8.0,10,offline_friend,v14_3_02,4.0,4,ambiguous_duplicate_seat,2,s112084503059;s112084503027
W2,s112084503065,84503,8.0,10,offline_friend,v14_3_03,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503065,84503,8.0,10,offline_friend,v14_3_04,6.0,6,ambiguous_duplicate_seat,2,s112084503061;s112084503029
W2,s112084503065,84503,8.0,10,offline_friend,v14_3_05,7.0,7,ambiguous_duplicate_seat,2,s112084503062;s112084503030
W2,s112084503065,84503,8.0,10,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503066,84503,8.0,11,online_friend,v14_1_02,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503066,84503,8.0,11,online_friend,v14_1_03,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503066,84503,8.0,11,online_friend,v14_1_04,19.0,19,ambiguous_duplicate_seat,2,s112084503073;s112084503040
W2,s112084503066,84503,8.0,11,online_enemy,v14_2_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503066,84503,8.0,11,online_enemy,v14_2_02,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503066,84503,8.0,11,offline_friend,v14_3_02,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503066,84503,8.0,11,offline_friend,v14_3_04,6.0,6,ambiguous_duplicate_seat,2,s112084503061;s112084503029
W2,s112084503066,84503,8.0,11,offline_friend,v14_3_05,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503066,84503,8.0,11,offline_enemy,v14_4_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503066,84503,8.0,11,offline_enemy,v14_4_02,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503068,84503,8.0,13,online_friend,v14_1_01,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503068,84503,8.0,13,online_friend,v14_1_02,4.0,4,ambiguous_duplicate_seat,2,s112084503059;s112084503027
W2,s112084503068,84503,8.0,13,online_friend,v14_1_04,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503068,84503,8.0,13,online_friend,v14_1_05,3.0,3,ambiguous_duplicate_seat,2,s112084503058;s112084503026
W2,s112084503068,84503,8.0,13,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503068,84503,8.0,13,offline_friend,v14_3_02,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503068,84503,8.0,13,offline_friend,v14_3_04,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503068,84503,8.0,13,offline_friend,v14_3_05,9.0,9,ambiguous_duplicate_seat,2,s112084503064;s112084503032
W2,s112084503068,84503,8.0,13,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503070,84503,8.0,15,online_friend,v14_1_01,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503070,84503,8.0,15,online_friend,v14_1_02,7.0,7,ambiguous_duplicate_seat,2,s112084503062;s112084503030
W2,s112084503070,84503,8.0,15,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503070,84503,8.0,15,online_enemy,v14_2_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503070,84503,8.0,15,online_enemy,v14_2_03,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503070,84503,8.0,15,online_enemy,v14_2_05,6.0,6,ambiguous_duplicate_seat,2,s112084503061;s112084503029
W2,s112084503070,84503,8.0,15,offline_friend,v14_3_01,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503070,84503,8.0,15,offline_friend,v14_3_02,9.0,9,ambiguous_duplicate_seat,2,s112084503064;s112084503032
W2,s112084503070,84503,8.0,15,offline_friend,v14_3_05,7.0,7,ambiguous_duplicate_seat,2,s112084503062;s112084503030
W2,s112084503070,84503,8.0,15,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503070,84503,8.0,15,offline_enemy,v14_4_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503071,84503,8.0,17,online_friend,v14_1_03,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503071,84503,8.0,17,online_friend,v14_1_05,11.0,11,ambiguous_duplicate_seat,2,s112084503066;s112084503034
W2,s112084503071,84503,8.0,17,online_enemy,v14_2_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503071,84503,8.0,17,online_enemy,v14_2_02,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503071,84503,8.0,17,online_enemy,v14_2_03,19.0,19,ambiguous_duplicate_seat,2,s112084503073;s112084503040
W2,s112084503071,84503,8.0,17,online_enemy,v14_2_04,28.0,28,ambiguous_duplicate_seat,2,s112084503082;s112084503050
W2,s112084503071,84503,8.0,17,online_enemy,v14_2_05,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503071,84503,8.0,17,offline_friend,v14_3_03,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503071,84503,8.0,17,offline_friend,v14_3_05,11.0,11,ambiguous_duplicate_seat,2,s112084503066;s112084503034
W2,s112084503071,84503,8.0,17,offline_enemy,v14_4_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503071,84503,8.0,17,offline_enemy,v14_4_02,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503071,84503,8.0,17,offline_enemy,v14_4_03,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503071,84503,8.0,17,offline_enemy,v14_4_04,4.0,4,ambiguous_duplicate_seat,2,s112084503059;s112084503027
W2,s112084503073,84503,8.0,19,online_friend,v14_1_01,2.0,2,ambiguous_duplicate_seat,2,s112084503057;s112084503025
W2,s112084503073,84503,8.0,19,online_friend,v14_1_02,26.0,26,ambiguous_duplicate_seat,2,s112084503080;s112084503048
W2,s112084503073,84503,8.0,19,offline_friend,v14_3_01,25.0,25,ambiguous_duplicate_seat,2,s112084503079;s112084503047
W2,s112084503073,84503,8.0,19,offline_friend,v14_3_02,26.0,26,ambiguous_duplicate_seat,2,s112084503080;s112084503048
W2,s112084503073,84503,8.0,19,offline_friend,v14_3_03,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503073,84503,8.0,19,offline_friend,v14_3_04,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503073,84503,8.0,19,offline_enemy,v14_4_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503073,84503,8.0,19,offline_enemy,v14_4_02,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503073,84503,8.0,19,offline_enemy,v14_4_03,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503074,84503,8.0,20,offline_friend,v14_3_01,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503074,84503,8.0,20,offline_enemy,v14_4_02,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503074,84503,8.0,20,offline_enemy,v14_4_03,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503076,84503,8.0,22,online_friend,v14_1_02,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503076,84503,8.0,22,online_friend,v14_1_03,3.0,3,ambiguous_duplicate_seat,2,s112084503058;s112084503026
W2,s112084503076,84503,8.0,22,online_friend,v14_1_04,28.0,28,ambiguous_duplicate_seat,2,s112084503082;s112084503050
W2,s112084503076,84503,8.0,22,online_friend,v14_1_05,29.0,29,ambiguous_duplicate_seat,2,s112084503083;s112084503053
W2,s112084503076,84503,8.0,22,online_enemy,v14_2_01,6.0,6,ambiguous_duplicate_seat,2,s112084503061;s112084503029
W2,s112084503076,84503,8.0,22,online_enemy,v14_2_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503076,84503,8.0,22,online_enemy,v14_2_03,19.0,19,ambiguous_duplicate_seat,2,s112084503073;s112084503040
W2,s112084503076,84503,8.0,22,online_enemy,v14_2_04,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503076,84503,8.0,22,online_enemy,v14_2_05,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503076,84503,8.0,22,offline_friend,v14_3_02,1.0,1,ambiguous_duplicate_seat,2,s112084503056;s112084503024
W2,s112084503076,84503,8.0,22,offline_friend,v14_3_03,3.0,3,ambiguous_duplicate_seat,2,s112084503058;s112084503026
W2,s112084503076,84503,8.0,22,offline_friend,v14_3_04,28.0,28,ambiguous_duplicate_seat,2,s112084503082;s112084503050
W2,s112084503076,84503,8.0,22,offline_enemy,v14_4_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503076,84503,8.0,22,offline_enemy,v14_4_02,6.0,6,ambiguous_duplicate_seat,2,s112084503061;s112084503029
W2,s112084503076,84503,8.0,22,offline_enemy,v14_4_03,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503076,84503,8.0,22,offline_enemy,v14_4_04,19.0,19,ambiguous_duplicate_seat,2,s112084503073;s112084503040
W2,s112084503076,84503,8.0,22,offline_enemy,v14_4_05,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503077,84503,8.0,23,online_friend,v14_1_01,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503077,84503,8.0,23,offline_friend,v14_3_01,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503077,84503,8.0,23,offline_friend,v14_3_02,19.0,19,ambiguous_duplicate_seat,2,s112084503073;s112084503040
W2,s112084503077,84503,8.0,23,offline_friend,v14_3_03,26.0,26,ambiguous_duplicate_seat,2,s112084503080;s112084503048
W2,s112084503077,84503,8.0,23,offline_friend,v14_3_04,25.0,25,ambiguous_duplicate_seat,2,s112084503079;s112084503047
W2,s112084503077,84503,8.0,23,offline_enemy,v14_4_01,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503077,84503,8.0,23,offline_enemy,v14_4_02,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503078,84503,8.0,24,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503078,84503,8.0,24,online_enemy,v14_2_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503078,84503,8.0,24,online_enemy,v14_2_03,26.0,26,ambiguous_duplicate_seat,2,s112084503080;s112084503048
W2,s112084503078,84503,8.0,24,online_enemy,v14_2_04,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503078,84503,8.0,24,online_enemy,v14_2_05,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503078,84503,8.0,24,offline_friend,v14_3_02,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503078,84503,8.0,24,offline_friend,v14_3_03,29.0,29,ambiguous_duplicate_seat,2,s112084503083;s112084503053
W2,s112084503078,84503,8.0,24,offline_friend,v14_3_04,28.0,28,ambiguous_duplicate_seat,2,s112084503082;s112084503050
W2,s112084503078,84503,8.0,24,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503078,84503,8.0,24,offline_enemy,v14_4_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503078,84503,8.0,24,offline_enemy,v14_4_03,17.0,17,ambiguous_duplicate_seat,2,s112084503071;s113084503003
W2,s112084503078,84503,8.0,24,offline_enemy,v14_4_04,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503078,84503,8.0,24,offline_enemy,v14_4_05,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503079,84503,8.0,25,online_friend,v14_1_01,26.0,26,ambiguous_duplicate_seat,2,s112084503080;s112084503048
W2,s112084503079,84503,8.0,25,online_friend,v14_1_02,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503079,84503,8.0,25,online_friend,v14_1_04,19.0,19,ambiguous_duplicate_seat,2,s112084503073;s112084503040
W2,s112084503079,84503,8.0,25,online_friend,v14_1_05,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503079,84503,8.0,25,offline_friend,v14_3_01,26.0,26,ambiguous_duplicate_seat,2,s112084503080;s112084503048
W2,s112084503079,84503,8.0,25,offline_friend,v14_3_02,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503079,84503,8.0,25,offline_friend,v14_3_03,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503080,84503,8.0,26,online_friend,v14_1_01,25.0,25,ambiguous_duplicate_seat,2,s112084503079;s112084503047
W2,s112084503080,84503,8.0,26,online_friend,v14_1_02,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503080,84503,8.0,26,online_friend,v14_1_03,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503080,84503,8.0,26,offline_friend,v14_3_01,25.0,25,ambiguous_duplicate_seat,2,s112084503079;s112084503047
W2,s112084503080,84503,8.0,26,offline_friend,v14_3_02,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503080,84503,8.0,26,offline_friend,v14_3_04,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503080,84503,8.0,26,offline_enemy,v14_4_01,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503080,84503,8.0,26,offline_enemy,v14_4_02,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503080,84503,8.0,26,offline_enemy,v14_4_03,19.0,19,ambiguous_duplicate_seat,2,s112084503073;s112084503040
W2,s112084503080,84503,8.0,26,offline_enemy,v14_4_04,17.0,17,ambiguous_duplicate_seat,2,s112084503071;s113084503003
W2,s112084503081,84503,8.0,27,online_friend,v14_1_01,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503081,84503,8.0,27,online_friend,v14_1_02,26.0,26,ambiguous_duplicate_seat,2,s112084503080;s112084503048
W2,s112084503081,84503,8.0,27,online_friend,v14_1_03,25.0,25,ambiguous_duplicate_seat,2,s112084503079;s112084503047
W2,s112084503081,84503,8.0,27,online_friend,v14_1_05,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503081,84503,8.0,27,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503081,84503,8.0,27,online_enemy,v14_2_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503081,84503,8.0,27,online_enemy,v14_2_03,19.0,19,ambiguous_duplicate_seat,2,s112084503073;s112084503040
W2,s112084503081,84503,8.0,27,online_enemy,v14_2_04,6.0,6,ambiguous_duplicate_seat,2,s112084503061;s112084503029
W2,s112084503081,84503,8.0,27,offline_friend,v14_3_01,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503081,84503,8.0,27,offline_friend,v14_3_02,26.0,26,ambiguous_duplicate_seat,2,s112084503080;s112084503048
W2,s112084503081,84503,8.0,27,offline_friend,v14_3_03,25.0,25,ambiguous_duplicate_seat,2,s112084503079;s112084503047
W2,s112084503081,84503,8.0,27,offline_friend,v14_3_05,15.0,15,ambiguous_duplicate_seat,2,s112084503070;s112084503038
W2,s112084503081,84503,8.0,27,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503081,84503,8.0,27,offline_enemy,v14_4_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503081,84503,8.0,27,offline_enemy,v14_4_03,6.0,6,ambiguous_duplicate_seat,2,s112084503061;s112084503029
W2,s112084503081,84503,8.0,27,offline_enemy,v14_4_05,19.0,19,ambiguous_duplicate_seat,2,s112084503073;s112084503040
W2,s112084503082,84503,8.0,28,online_friend,v14_1_01,29.0,29,ambiguous_duplicate_seat,2,s112084503083;s112084503053
W2,s112084503082,84503,8.0,28,online_friend,v14_1_03,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503082,84503,8.0,28,online_friend,v14_1_04,27.0,27,ambiguous_duplicate_seat,2,s112084503081;s112084503049
W2,s112084503082,84503,8.0,28,online_friend,v14_1_05,23.0,23,ambiguous_duplicate_seat,2,s112084503077;s112084503044
W2,s112084503082,84503,8.0,28,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503082,84503,8.0,28,online_enemy,v14_2_05,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503082,84503,8.0,28,offline_friend,v14_3_01,29.0,29,ambiguous_duplicate_seat,2,s112084503083;s112084503053
W2,s112084503082,84503,8.0,28,offline_friend,v14_3_03,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503082,84503,8.0,28,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503082,84503,8.0,28,offline_enemy,v14_4_02,8.0,8,ambiguous_duplicate_seat,2,s112084503063;s112084503031
W2,s112084503083,84503,8.0,29,online_friend,v14_1_01,28.0,28,ambiguous_duplicate_seat,2,s112084503082;s112084503050
W2,s112084503083,84503,8.0,29,online_friend,v14_1_03,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503083,84503,8.0,29,online_enemy,v14_2_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503083,84503,8.0,29,offline_friend,v14_3_01,28.0,28,ambiguous_duplicate_seat,2,s112084503082;s112084503050
W2,s112084503083,84503,8.0,29,offline_friend,v14_3_02,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503083,84503,8.0,29,offline_friend,v14_3_04,29.0,29,ambiguous_duplicate_seat,2,s112084503083;s112084503053
W2,s112084503083,84503,8.0,29,offline_enemy,v14_4_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503083,84503,8.0,29,offline_enemy,v14_4_04,11.0,11,ambiguous_duplicate_seat,2,s112084503066;s112084503034
W2,s112084503085,84503,8.0,30,online_friend,v14_1_01,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
W2,s112084503085,84503,8.0,30,offline_friend,v14_3_02,22.0,22,ambiguous_duplicate_seat,2,s112084503076;s112084503043
W2,s112084503085,84503,8.0,30,offline_friend,v14_3_03,30.0,30,ambiguous_duplicate_seat,2,s112084503085;s113084503004
