scenario,feature_year,target_year,target_group_id,target_median_cutoff,n_rows_modeling,n_train,n_test,n_features_requested,n_features_used,target_positive_rate,c_selected,train_accuracy,train_f1,train_auc,test_accuracy,test_f1,test_auc,cv5_accuracy_mean,cv5_accuracy_std,cv5_f1_mean,cv5_f1_std,cv5_auc_mean,cv5_auc_std,skipped_feature_groups_no_mapping_items,skipped_feature_groups_no_columns,dropped_all_missing_feature_cols
w2_self,W2,W2,v55,17.0,7023,5618,1405,19,19,0.5400825857895486,0.025118864315095822,0.7119971520113919,0.7389480477573411,0.7787084992377411,0.7209964412811388,0.7427821522309711,0.7844055034120991,0.7109492958603278,0.012724243819102914,0.7370891411117836,0.011857940495503006,0.7776711817529712,0.010315796244941836,,,
w3_self,W3,W3,54,18.0,7023,5618,1405,20,19,0.5096112772319522,0.025118864315095822,0.7009611961552153,0.7092419522326064,0.7743919067544927,0.6846975088967971,0.698844323589395,0.7527517412491588,0.69770406870051,0.01570107721835908,0.7060024359042927,0.014718428924961769,0.7680450070314608,0.014969637899561752,,,group_3
w2_predict_w3,W2,W3,54,18.0,7023,5618,1405,19,19,0.5096112772319522,0.025118864315095822,0.6514773940904236,0.6557665260196905,0.7140620711208086,0.6355871886120996,0.637906647807638,0.7037920312005903,0.6487292027861423,0.025094108475841353,0.6546753822195324,0.02538792299392344,0.7090492337096854,0.022901472041844003,,,
