scenario,feature_year,target_year,edge_year,target_group_id,target_median_cutoff,target_positive_rate,n_nodes_modeling,n_edges_graph,edge_density,n_features_used,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std,best_epoch_mean,best_epoch_std
w2_predict_w3,W2,W3,W2,54,21.0,0.526124488868696,6603,37759,0.0008661710550541066,30,0.6423921271763815,0.012976352664476082,0.6601783047388635,0.010566797702571304,0.6598561151079136,0.023264901216008906,0.6598848591011695,0.015366442616135971,0.6985317305261223,0.013681114259354771,12.0,5.549774770204643
w2_self,W2,W2,W2,v55,17.0,0.5415720127214902,6603,37759,0.0008661710550541066,30,0.736109008327025,0.013143094270528798,0.7641922021576126,0.012057235310618038,0.7412587412587414,0.019897532021011192,0.7524310041294671,0.013698978325829553,0.8121816797064321,0.007852969459224793,23.6,6.740919818541086
w3_self,W3,W3,W3,54,21.0,0.526124488868696,6603,35759,0.0008202921358531687,31,0.659348978046934,0.012364885383252337,0.6817905575862979,0.01110352307536084,0.6610071942446043,0.018596252571399744,0.671157148804705,0.013676458109965544,0.7300645873077896,0.011087837221469068,12.6,2.939387691339814
