student_id,school_id,class,v13,nominated_seat_no,rank
s112014356046,14356,801.0,30,14,3
s112014356047,14356,801.0,31,1,1
s112014356047,14356,801.0,31,2,2
s112014356047,14356,801.0,31,3,3
s112014356047,14356,801.0,31,8,4
s112014356047,14356,801.0,31,13,5
s112014356048,14356,801.0,32,1,1
s112014356048,14356,801.0,32,13,2
s112014356049,14356,801.0,14,33,5
s112014356050,14356,801.0,25,14,1
s113014356003,14356,801.0,12,30,1
s113014356003,14356,801.0,12,1,2
s113014356003,14356,801.0,12,14,3
s113014356003,14356,801.0,12,33,4
s113014356003,14356,801.0,12,13,5
s113014356004,14356,801.0,33,23,1
s113014356004,14356,801.0,33,30,2
s113014356004,14356,801.0,33,14,3
s113014356004,14356,801.0,33,13,4
s113014356004,14356,801.0,33,24,5
s112014356057,14356,806.0,7,1,1
s112014356057,14356,806.0,7,8,2
s112014356059,14356,806.0,9,33,1
s112014356059,14356,806.0,9,44,2
s112014356059,14356,806.0,9,35,3
s112014356059,14356,806.0,9,38,4
s112014356059,14356,806.0,9,50,5
s112014356061,14356,806.0,11,25,1
s112014356061,14356,806.0,11,6,2
s112014356061,14356,806.0,11,1,3
s112014356061,14356,806.0,11,5,4
s112014356061,14356,806.0,11,22,5
s112014356065,14356,806.0,21,1,1
s112014356065,14356,806.0,21,6,2
s112014356066,14356,806.0,22,25,1
s112014356066,14356,806.0,22,27,2
s112014356066,14356,806.0,22,6,3
s112014356071,14356,806.0,27,3,1
s112014356071,14356,806.0,27,6,2
s112014356071,14356,806.0,27,12,3
s112014356071,14356,806.0,27,25,4
s112014356071,14356,806.0,27,29,5
s112014356073,14356,806.0,29,1,1
s112014356073,14356,806.0,29,8,2
s112014356073,14356,806.0,29,6,3
s113014356005,14356,806.0,15,3,1
s113014356005,14356,806.0,15,1,2
s113014356005,14356,806.0,15,5,3
s113014356005,14356,806.0,15,12,4
s113014356005,14356,806.0,15,25,5
s112014364024,14364,802.0,1,18,1
s112014364024,14364,802.0,1,10,2
s112014364024,14364,802.0,1,15,3
s112014364024,14364,802.0,1,28,4
s112014364025,14364,802.0,2,10,1
s112014364025,14364,802.0,2,18,2
s112014364025,14364,802.0,2,17,3
s112014364025,14364,802.0,2,28,4
s112014364025,14364,802.0,2,7,5
s112014364026,14364,802.0,3,18,1
