model_version,scenario,feature_year,target_year,target_group_id,target_median_cutoff,cv5_accuracy_mean,cv5_precision_mean,cv5_recall_mean,cv5_f1_mean,cv5_auc_mean,n_rows_modeling,n_train,n_test,n_features_used,test_accuracy,test_precision,test_recall,test_f1,test_auc,drop_group_ids,split_group_ids,direct_feature_ids
baseline_drop_no_split,w2_self,W2,W2,v55,17.0,0.7157328011377974,0.732755737008242,0.7474727507129741,0.7399752964100792,0.79089714654873,6603,5282,1321,19,0.7252081756245269,0.7444444444444445,0.7496503496503496,0.7470383275261324,0.7987721849107987,v50;v51;v52_health;v57,,v52_health
baseline_drop_no_split,w2_predict_w3,W2,W3,54,21.0,0.6418326336797191,0.6543978819124926,0.676461343893185,0.6652108852341018,0.6981563912019457,6603,5282,1321,19,0.6563209689629069,0.6680613668061367,0.6892086330935252,0.6784702549575071,0.712138276599168,v50;v51;v52_health;v57,,v52_health
drop_then_split,w2_self,W2,W2,v55,17.0,0.7364812011102699,0.7560442825103805,0.7578184943548072,0.7568633867752905,0.8103149076665968,6603,5282,1321,30,0.7433762301286904,0.7596685082872928,0.7692307692307693,0.7644197359277276,0.8187057167255188,v50;v51;v52_health;v57,v23;v25;v26;v27;v54,v52_health
drop_then_split,w2_predict_w3,W2,W3,54,21.0,0.6495562360929508,0.6627465771996328,0.6799141666493893,0.6712052081168121,0.7072959249961366,6603,5282,1321,30,0.6578349735049205,0.6713681241184767,0.6848920863309352,0.6780626780626781,0.7184751879007975,v50;v51;v52_health;v57,v23;v25;v26;v27;v54,v52_health
