,W2_out_online_friend,W2_in_online_friend,W2_out_online_enemy,W2_in_online_enemy,W2_out_offline_friend,W2_in_offline_friend,W2_out_offline_enemy,W2_in_offline_enemy
W2_out_online_friend,1.0,0.40156203817797925,0.26537072342712015,-0.06325298968808434,0.6920366315934309,0.3811142336058641,0.20691532360279732,-0.07094092438939315
W2_in_online_friend,0.40156203817797925,1.0,0.06587490082391248,-0.26482221665624295,0.3731011503441354,0.8409551760441089,0.05796362507926936,-0.2745069390847503
W2_out_online_enemy,0.26537072342712015,0.06587490082391248,1.0,0.15768624544843515,0.1919488893166851,0.04108760786090341,0.7736056876463326,0.15833437128453648
W2_in_online_enemy,-0.06325298968808434,-0.26482221665624295,0.15768624544843515,1.0,-0.06489537059391724,-0.3089860582749687,0.1599923596800843,0.9292770553502233
W2_out_offline_friend,0.6920366315934309,0.3731011503441354,0.1919488893166851,-0.06489537059391724,1.0,0.3893100929644465,0.2329536571842633,-0.06905573926168952
W2_in_offline_friend,0.3811142336058641,0.8409551760441089,0.04108760786090341,-0.3089860582749687,0.3893100929644465,1.0,0.0514624214271974,-0.31702051501434847
W2_out_offline_enemy,0.20691532360279732,0.05796362507926936,0.7736056876463326,0.1599923596800843,0.2329536571842633,0.0514624214271974,1.0,0.17397951570374567
W2_in_offline_enemy,-0.07094092438939315,-0.2745069390847503,0.15833437128453648,0.9292770553502233,-0.06905573926168952,-0.31702051501434847,0.17397951570374567,1.0
