feature,n_pair,pearson_r,pearson_p,spearman_rho,spearman_p,abs_spearman_rank
W2_out_offline_enemy,7045,0.10270882932483762,5.516645602523251e-18,0.13272168968636405,4.6961787067564857e-29,1.0
W2_out_online_enemy,7045,0.09695887457305051,3.4638246600835353e-16,0.0996128880352706,5.278228570928805e-17,2.0
W2_out_online_friend,7045,-0.06580573242862106,3.231945562757632e-08,-0.05521275121105448,3.535548599552776e-06,3.0
W2_in_offline_enemy,7045,0.07846871622557455,4.2458473973889384e-11,0.04565061573699,0.00012660034342778183,4.0
W2_in_online_enemy,7045,0.08318198853932307,2.6960666689160696e-12,0.03750411997665422,0.0016414525937442704,5.0
W2_in_offline_friend,7045,-0.05991717258384894,4.835005508655751e-07,-0.03424028803489706,0.004049572500459578,6.0
W2_out_offline_friend,7045,-0.07214950715900026,1.338884360359839e-09,-0.032654109779649415,0.006124301874654758,7.0
W2_in_online_friend,7045,-0.039481020247551374,0.0009179935275169012,-0.01538990977594854,0.1964986056070853,8.0
