idx,ver11_col,ver00_col,deterministic,exact_ratio,raw_nonempty_n,clean_nonempty_n,raw_unique_nonempty,clean_unique_nonempty,mapped_raw_unique_nonempty,mapped_clean_unique_nonempty,collapsed_levels
18,5-8,5.過去一年，請問你家長和你相處情形如何？ - 5-8. 同樣一件事，他們有時處罰小孩，有時不處罰。,True,0.0,6713,6713,4,4,4,4,0
19,5-9,5.過去一年，請問你家長和你相處情形如何？ - 5-9. 處罰你時會打你。,True,0.0,6713,6713,4,4,4,4,0
20,5-10,5.過去一年，請問你家長和你相處情形如何？ - 5-10.有關你的事，會告訴你他們的想法。,True,0.0,6713,6713,4,4,4,4,0
21,6-1,6.下列有關你們班上的說法，你認為符不符合目前的狀況？ - 6-1.當我需要他們的時候，我的同學們總是會適時伸出援手,True,0.0,6713,6713,3,3,3,3,0
22,6-2,6.下列有關你們班上的說法，你認為符不符合目前的狀況？ - 6-2.當班上的同學需要我的時候，我總是會適時伸出援手,True,0.0,6713,6713,3,3,3,3,0
23,6-3,6.下列有關你們班上的說法，你認為符不符合目前的狀況？ - 6-3.與其他班級比較，我們班的同學彼此之間，最互相信賴,True,0.0,6713,6713,3,3,3,3,0
24,7,7.請問你的座號是？,True,1.0,6713,6713,50,50,50,50,0
25,8-1_0,8-1.在網路上，你喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？,True,1.0,6713,6713,81,81,81,81,0
26,8-1_1,( 2 ),True,1.0,6116,6116,77,77,77,77,0
27,8-1_2,( 3 ),True,1.0,5604,5604,76,76,76,76,0
28,8-1_3,( 4 ),True,1.0,4928,4928,79,79,79,79,0
29,8-1_4,( 5 ),True,1.0,4373,4373,79,79,79,79,0
30,8-2_0,8-2.在網路上，你不喜歡跟班上哪些同學互動？,True,0.999851,6712,6712,90,90,90,90,0
31,8-2_1,( 2 ).1,True,0.999851,4519,4519,88,88,88,88,0
32,8-2_2,( 3 ).1,True,1.0,3784,3784,83,83,83,83,0
33,8-2_3,( 4 ).1,True,1.0,3312,3312,87,87,87,87,0
34,8-2_4,( 5 ).1,True,1.0,3104,3104,91,91,91,91,0
35,8-3_0,8-3.在現實生活(非網路)中，你喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？,True,1.0,6713,6713,85,85,85,85,0
36,8-3_1,( 2 ).2,True,1.0,6151,6151,76,76,76,76,0
37,8-3_2,( 3 ).2,True,1.0,5702,5702,81,81,81,81,0
38,8-3_3,( 4 ).2,True,1.0,5058,5058,81,81,81,81,0
39,8-3_4,( 5 ).2,True,1.0,4405,4405,85,85,85,85,0
40,8-4_0,8-4.在現實生活(非網路)中，你不喜歡跟班上哪位同學互動？,True,1.0,6713,6713,94,94,94,94,0
41,8-4_1,( 2 ).3,True,1.0,4749,4749,93,93,93,93,0
42,8-4_2,( 3 ).3,True,1.0,3934,3934,84,84,84,84,0
43,8-4_3,( 4 ).3,True,1.0,3413,3413,77,77,77,77,0
44,8-4_4,( 5 ).3,True,1.0,3119,3119,82,82,82,82,0
45,9,9.你上學期的平均成績大約如何？,True,0.0,6713,6713,5,5,5,5,0
46,10,10.上九年級以來，你有沒有參加校外補習（包含家教與家教班）？,True,0.0,6713,6713,2,2,2,2,0
47,10-1,10-1.你補那幾科？【可複選】-(1)數學,True,0.336064,4457,4457,2,2,2,2,0
48,10-1_1,10-1.你補那幾科？【可複選】-(2)英語,True,0.336064,4457,4457,2,2,2,2,0
49,10-1_2,10-1.你補那幾科？【可複選】-(3)理化,True,0.336064,4457,4457,2,2,2,2,0
50,10-1_3,10-1.你補那幾科？【可複選】-(4)國文,True,0.336064,4457,4457,2,2,2,2,0
51,10-1_4,10-1.你補那幾科？【可複選】-(5)社會（史、地、公）,True,0.336064,4457,4457,2,2,2,2,0
52,10-1_5,10-1.你補那幾科？【可複選】-(6)資訊/電腦,True,0.336064,4457,4457,2,2,2,2,0
53,10-1_6,10-1.你補那幾科？【可複選】-(7)地科,True,0.336064,4457,4457,2,2,2,2,0
54,10-1_7,10-1.你補那幾科？【可複選】-(8)其他,True,0.336064,4457,4457,2,2,2,2,0
55,其他,其他,True,1.0,61,61,37,37,37,37,0
56,11-1,11.請問以下敘述是否符合對你家長的情形？ - 11-1.家長知道我在學校主要的授課老師是誰,True,0.0,6713,6713,3,3,3,3,0
57,11-2,11.請問以下敘述是否符合對你家長的情形？ - 11-2.家長知道我在學校的學習狀況 (例如:是否跟得上進度?),True,0.0,6713,6713,3,3,3,3,0
58,11-3,11.請問以下敘述是否符合對你家長的情形？ - 11-3.家長會參加學校的家長會/學校日,True,0.0,6713,6713,3,3,3,3,0
59,11-4,11.請問以下敘述是否符合對你家長的情形？ - 11-4.家長會為班上的活動或設備出錢出力,True,0.0,6713,6713,3,3,3,3,0
60,11-5,11.請問以下敘述是否符合對你家長的情形？ - 11-5.家長會到學校擔任義工/志工/晚自習輪值,True,0.0,6713,6713,3,3,3,3,0
61,11-6,11.請問以下敘述是否符合對你家長的情形？ - 11-6.家長會花時間在我的學校功課上,True,0.0,6713,6713,3,3,3,3,0
62,11-7,11.請問以下敘述是否符合對你家長的情形？ - 11-7.家長會幫我買課本以外的評量、測驗卷等補充教材,True,0.0,6713,6713,3,3,3,3,0
63,11-8,11.請問以下敘述是否符合對你家長的情形？ - 11-8.家長會上網幫我搜尋相關的教學材料、教學平台或升學資訊,True,0.0,6713,6713,3,3,3,3,0
64,12-1,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-1.提供你好的讀書空間,True,0.0,6713,6713,3,3,3,3,0
65,12-2,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-2.為你進補（藥補或食補）,True,0.0,6713,6713,3,3,3,3,0
66,12-3,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-3.特別注意你和朋友的往來,True,0.0,6713,6713,3,3,3,3,0
67,12-4,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-4.控制你使用手機或上網,True,0.0,6713,6713,3,3,3,3,0
68,12-5,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-5.限制你出遊或玩樂的時間,True,0.0,6713,6713,3,3,3,3,0
69,12-6,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-6.規定你的生活作息,True,0.0,6713,6713,3,3,3,3,0
70,12-7,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-7.要求其他家人多讓你一些,True,0.0,6713,6713,3,3,3,3,0
71,12-8,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-8.父母本身使用手機、上網或看電視的時間,True,0.0,6713,6713,3,3,3,3,0
72,12-9,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-9.父母本身的社交休閒活動,True,0.0,6713,6713,3,3,3,3,0
