scenario,model_type,feature,coef_abs,relative_importance_pct,coef_direction
w2_predict_w2,lasso,v6_1,0.17968790626770764,3.065940495592944,positive
w2_predict_w2,lasso,v54_4,0.17637633141904174,3.00943646232993,negative
w2_predict_w2,lasso,v19_3,0.17362690172197065,2.9625240795039134,negative
w2_predict_w2,lasso,v5_5,0.16638996199536177,2.839043167333237,negative
w2_predict_w2,lasso,v42_14,0.15294168753263193,2.6095808171531254,negative
w2_predict_w2,lasso,v28_6,0.14694159853638855,2.5072037779141176,positive
w2_predict_w2,lasso,v26_3,0.14495620708788526,2.473327864014262,negative
w2_predict_w2,lasso,v54_20,0.13717622902402454,2.3405813130845736,negative
w2_predict_w2,lasso,v38,0.12751673126497304,2.175765294234408,positive
w2_predict_w2,lasso,v54_5,0.11940139561773033,2.0372966754329775,negative
w2_predict_w2,lasso,v54_18,0.1184479355114023,2.0210281796190843,positive
w2_predict_w2,lasso,v27_2,0.11652825932854677,1.9882735381426935,positive
w2_predict_w2,lasso,v25_6,0.11248670673945269,1.9193141963297218,negative
w2_predict_w2,lasso,v49,0.11140869668654664,1.900920556242799,negative
w2_predict_w2,lasso,v27_4,0.11005847532598509,1.8778822870941076,negative
w2_predict_w2,lasso,v28_7,0.10758453292308548,1.8356704301341076,positive
w2_predict_w2,lasso,v26_4,0.10275407803326353,1.753250374347072,positive
w2_predict_w2,lasso,v25_13,0.09883340067868736,1.68635347671368,positive
w2_predict_w2,lasso,v19_10,0.09650186450435796,1.6465714383879269,positive
w2_predict_w2,lasso,v25_8,0.09626926127496056,1.6426026255989754,negative
w2_predict_w2,lasso,v34,0.09342523539440678,1.5940761871823947,positive
w2_predict_w2,lasso,v54_12,0.09264061111199633,1.5806884672671562,negative
w2_predict_w2,lasso,v54_10,0.08741396814319087,1.4915084179977711,negative
w2_predict_w2,lasso,v36,0.07939176713093574,1.3546289169888603,positive
w2_predict_w2,lasso,v28_10,0.07813616152579007,1.333205037378542,positive
w2_predict_w2,lasso,v19_9,0.07780915991399363,1.3276255439971831,positive
w2_predict_w2,lasso,v22_1,0.07529438361252726,1.2847169550989619,positive
w2_predict_w2,lasso,v54_14,0.07413918109134172,1.2650062118225776,positive
w2_predict_w2,lasso,v54_3,0.07334223518336383,1.251408253101715,positive
w2_predict_w2,lasso,v26_5,0.07152887128622862,1.2204675742271445,positive
w2_predict_w2,lasso,v54_19,0.07055237636897853,1.2038060449527295,positive
w2_predict_w2,lasso,v25_7,0.06732759122892853,1.1487828686253505,positive
w2_predict_w2,lasso,v23_9,0.06709249243700603,1.1447714750842275,positive
w2_predict_w2,lasso,v54_8,0.06687093244265378,1.1409910884516632,negative
w2_predict_w2,lasso,v22_4,0.06653661069627667,1.1352866946387161,positive
w2_predict_w2,lasso,v42_13,0.06607328027849448,1.1273810791734102,positive
w2_predict_w2,lasso,v54_16,0.06491519060780783,1.107621073658091,negative
w2_predict_w2,lasso,v22_3,0.06486092865208473,1.1066952243292347,positive
w2_predict_w2,lasso,v25_5,0.06441347271718373,1.0990604686058167,negative
w2_predict_w2,lasso,v42_03,0.06298638333788824,1.0747106322161935,negative
w2_predict_w2,lasso,v40,0.05732825379202558,0.9781683057775621,positive
w2_predict_w2,lasso,v6_6,0.05690921296268488,0.9710183852588798,positive
w2_predict_w2,lasso,v5_3,0.055077071615241065,0.9397573145087462,negative
w2_predict_w2,lasso,v28_4,0.05292800598775995,0.9030886957249937,positive
w2_predict_w2,lasso,v26_2,0.052082230903708455,0.8886575849495492,positive
w2_predict_w2,lasso,v23_5,0.047582025327880514,0.8118724367444825,negative
