feature,label,w2_high_minus_low,w3_high_minus_low,between_year_delta_w3_minus_w2
out_online_friend,out_on_f,-0.1144576212181527,-0.1461113641769023,-0.03165374295874959
in_online_friend,in_on_f,-0.0624576802670571,-0.1364555829224936,-0.0739979026554365
out_online_enemy,out_on_e,0.2651462871703927,0.100938851690457,-0.1642074354799357
in_online_enemy,in_on_e,0.0662893701266404,0.2088564068867937,0.14256703676015328
out_offline_friend,out_off_f,-0.0366574459532196,-0.0694883278442688,-0.0328308818910492
in_offline_friend,in_off_f,-0.1292287694046217,-0.1495745135426029,-0.02034574413798121
out_offline_enemy,out_off_e,0.3753721784276185,0.1855810278591843,-0.1897911505684342
in_offline_enemy,in_off_e,0.0730868074042134,0.1662694653503662,0.09318265794615281
